Local time,Open,High,Low,Close,Volume
02.06.2025 05:35:00.000 GMT+0300,3307.998,3308.725,3307.218,3308.065,78550
02.06.2025 05:40:00.000 GMT+0300,3308.085,3308.565,3306.415,3306.898,51630
02.06.2025 05:45:00.000 GMT+0300,3306.885,3308.098,3306.245,3307.198,120390
02.06.2025 05:50:00.000 GMT+0300,3307.198,3308.445,3305.338,3306.298,115240
02.06.2025 05:55:00.000 GMT+0300,3306.298,3307.795,3304.878,3307.105,197920
02.06.2025 06:00:00.000 GMT+0300,3307.105,3307.425,3306.025,3306.415,103830
02.06.2025 06:05:00.000 GMT+0300,3306.528,3307.398,3305.525,3305.738,107990
02.06.2025 06:10:00.000 GMT+0300,3305.738,3305.748,3304.438,3304.948,175480
02.06.2025 06:15:00.000 GMT+0300,3304.895,3307.235,3304.658,3305.665,121780
02.06.2025 06:20:00.000 GMT+0300,3305.595,3308.098,3305.595,3307.505,169040
02.06.2025 06:25:00.000 GMT+0300,3307.498,3307.915,3305.225,3305.225,160870
02.06.2025 06:30:00.000 GMT+0300,3305.225,3305.225,3303.555,3304.398,169930
02.06.2025 06:35:00.000 GMT+0300,3304.398,3304.698,3302.955,3304.198,152930
02.06.2025 06:40:00.000 GMT+0300,3304.198,3305.648,3303.865,3305.135,236070
02.06.2025 06:45:00.000 GMT+0300,3305.135,3307.198,3304.758,3306.848,166230
02.06.2025 06:50:00.000 GMT+0300,3306.848,3307.645,3306.555,3307.348,159700
02.06.2025 06:55:00.000 GMT+0300,3307.348,3308.698,3305.898,3308.448,187280
02.06.2025 07:00:00.000 GMT+0300,3308.425,3311.198,3308.425,3310.725,151500
02.06.2025 07:05:00.000 GMT+0300,3310.798,3311.398,3309.175,3310.498,107150
02.06.2025 07:10:00.000 GMT+0300,3310.498,3312.248,3310.198,3311.198,166270
02.06.2025 07:15:00.000 GMT+0300,3311.198,3312.865,3311.175,3312.865,148420
02.06.2025 07:20:00.000 GMT+0300,3312.915,3313.595,3312.048,3312.085,92130
02.06.2025 07:25:00.000 GMT+0300,3312.025,3313.705,3312.025,3313.348,77080
02.06.2025 07:30:00.000 GMT+0300,3313.448,3314.798,3313.178,3313.798,134730
02.06.2025 07:35:00.000 GMT+0300,3313.825,3314.025,3312.768,3313.245,86590
02.06.2025 07:40:00.000 GMT+0300,3313.198,3315.498,3312.798,3314.398,101140
02.06.2025 07:45:00.000 GMT+0300,3314.398,3314.398,3313.395,3313.895,72760
02.06.2025 07:50:00.000 GMT+0300,3313.848,3315.475,3313.638,3314.735,68550
02.06.2025 07:55:00.000 GMT+0300,3314.705,3317.998,3313.715,3313.758,174110
02.06.2025 08:00:00.000 GMT+0300,3313.565,3316.848,3313.515,3315.598,140100
02.06.2025 08:05:00.000 GMT+0300,3315.598,3316.148,3315.095,3315.258,128120
02.06.2025 08:10:00.000 GMT+0300,3315.258,3319.455,3314.735,3318.448,146510
02.06.2025 08:15:00.000 GMT+0300,3318.345,3319.648,3316.815,3317.088,196580
02.06.2025 08:20:00.000 GMT+0300,3317.088,3317.088,3315.985,3316.558,118620
02.06.2025 08:25:00.000 GMT+0300,3316.325,3318.448,3316.325,3317.948,145780
02.06.2025 08:30:00.000 GMT+0300,3317.948,3318.198,3316.585,3318.198,128600
02.06.2025 08:35:00.000 GMT+0300,3318.198,3319.595,3317.868,3319.165,170530
02.06.2025 08:40:00.000 GMT+0300,3319.115,3323.098,3318.795,3322.305,159540
02.06.2025 08:45:00.000 GMT+0300,3322.335,3324.348,3322.235,3322.498,171650
02.06.2025 08:50:00.000 GMT+0300,3322.438,3325.548,3322.358,3323.048,163950
02.06.2025 08:55:00.000 GMT+0300,3323.125,3324.395,3322.748,3323.448,134030
02.06.2025 09:00:00.000 GMT+0300,3323.465,3326.275,3323.465,3325.948,174800
02.06.2025 09:05:00.000 GMT+0300,3325.948,3327.548,3325.728,3327.318,130170
02.06.2025 09:10:00.000 GMT+0300,3327.318,3329.135,3325.318,3328.000,122640
02.06.2025 09:15:00.000 GMT+0300,3328.000,3333.918,3327.505,3333.585,170960
02.06.2025 09:20:00.000 GMT+0300,3333.635,3335.025,3331.148,3334.588,172000
02.06.2025 09:25:00.000 GMT+0300,3334.595,3337.815,3333.645,3337.225,137580
02.06.2025 09:30:00.000 GMT+0300,3337.265,3338.445,3335.728,3336.715,181470
02.06.2025 09:35:00.000 GMT+0300,3336.745,3340.498,3335.675,3339.785,176650
02.06.2025 09:40:00.000 GMT+0300,3339.785,3344.898,3338.945,3344.898,202140
02.06.2025 09:45:00.000 GMT+0300,3344.798,3345.198,3340.625,3340.958,215940
02.06.2025 09:50:00.000 GMT+0300,3341.109,3341.898,3340.339,3340.648,199910
02.06.2025 09:55:00.000 GMT+0300,3340.648,3344.285,3339.678,3344.165,120160
02.06.2025 10:00:00.000 GMT+0300,3344.255,3346.098,3342.879,3345.598,236380
02.06.2025 10:05:00.000 GMT+0300,3345.598,3348.369,3345.398,3348.108,185810
02.06.2025 10:10:00.000 GMT+0300,3348.108,3352.448,3348.098,3351.088,233770
02.06.2025 10:15:00.000 GMT+0300,3350.905,3357.799,3350.905,3355.949,329700.01
02.06.2025 10:20:00.000 GMT+0300,3355.979,3357.385,3354.178,3356.029,283780
02.06.2025 10:25:00.000 GMT+0300,3356.129,3358.579,3353.189,3353.189,272250
02.06.2025 10:30:00.000 GMT+0300,3353.189,3358.748,3353.055,3356.195,175500
02.06.2025 10:35:00.000 GMT+0300,3356.448,3356.675,3354.195,3354.698,145940
02.06.2025 10:40:00.000 GMT+0300,3354.715,3355.748,3353.858,3354.125,136680
02.06.2025 10:45:00.000 GMT+0300,3354.095,3356.635,3352.315,3353.415,175780
02.06.2025 10:50:00.000 GMT+0300,3353.415,3354.615,3351.285,3352.109,230380
02.06.2025 10:55:00.000 GMT+0300,3352.128,3353.305,3350.465,3352.265,212580
02.06.2025 11:00:00.000 GMT+0300,3352.385,3355.359,3350.338,3355.198,280800
02.06.2025 11:05:00.000 GMT+0300,3355.198,3356.148,3353.139,3355.498,126820
02.06.2025 11:10:00.000 GMT+0300,3355.498,3355.498,3350.448,3353.448,148240
02.06.2025 11:15:00.000 GMT+0300,3352.958,3354.848,3351.748,3353.048,131750
02.06.2025 11:20:00.000 GMT+0300,3352.865,3353.348,3351.525,3353.048,116930
02.06.2025 11:25:00.000 GMT+0300,3352.909,3353.048,3350.268,3352.749,145100
02.06.2025 11:30:00.000 GMT+0300,3352.749,3353.098,3349.798,3351.015,214510
02.06.2025 11:35:00.000 GMT+0300,3351.075,3353.905,3350.845,3353.905,111960
02.06.2025 11:40:00.000 GMT+0300,3353.948,3354.315,3352.755,3353.415,86210
02.06.2025 11:45:00.000 GMT+0300,3353.448,3355.435,3353.405,3355.048,84930
02.06.2025 11:50:00.000 GMT+0300,3355.045,3355.248,3353.315,3354.005,89630
02.06.2025 11:55:00.000 GMT+0300,3354.048,3354.048,3351.748,3351.748,113880
02.06.2025 12:00:00.000 GMT+0300,3351.719,3352.148,3348.848,3350.815,141680
02.06.2025 12:05:00.000 GMT+0300,3350.865,3351.648,3348.849,3349.055,137530
02.06.2025 12:10:00.000 GMT+0300,3349.098,3349.335,3346.879,3348.245,107270
02.06.2025 12:15:00.000 GMT+0300,3348.215,3350.585,3346.819,3350.455,122750
02.06.2025 12:20:00.000 GMT+0300,3350.455,3350.875,3349.048,3349.348,77840
02.06.2025 12:25:00.000 GMT+0300,3349.348,3349.648,3346.048,3346.798,102930
02.06.2025 12:30:00.000 GMT+0300,3346.798,3347.435,3344.728,3345.748,170920
02.06.2025 12:35:00.000 GMT+0300,3345.748,3345.848,3344.165,3344.515,122170
02.06.2025 12:40:00.000 GMT+0300,3344.585,3346.598,3344.465,3346.398,112050
02.06.2025 12:45:00.000 GMT+0300,3346.398,3347.515,3345.775,3347.298,124970
02.06.2025 12:50:00.000 GMT+0300,3347.298,3347.598,3346.029,3346.848,130510
02.06.2025 12:55:00.000 GMT+0300,3346.848,3348.248,3345.748,3348.125,139120
02.06.2025 13:00:00.000 GMT+0300,3348.065,3348.965,3346.649,3348.875,89470
02.06.2025 13:05:00.000 GMT+0300,3348.895,3349.185,3346.498,3347.585,124690
02.06.2025 13:10:00.000 GMT+0300,3347.545,3347.695,3345.198,3346.148,92210
02.06.2025 13:15:00.000 GMT+0300,3346.265,3348.448,3346.265,3348.155,85380
02.06.2025 13:20:00.000 GMT+0300,3348.135,3349.698,3347.000,3349.698,107350
02.06.2025 13:25:00.000 GMT+0300,3349.698,3350.548,3348.545,3349.105,132410
02.06.2025 13:30:00.000 GMT+0300,3349.075,3350.298,3347.515,3348.055,140960
02.06.2025 13:35:00.000 GMT+0300,3348.015,3349.345,3347.205,3348.565,107610
02.06.2025 13:40:00.000 GMT+0300,3348.525,3349.475,3344.755,3344.985,149310
02.06.2025 13:45:00.000 GMT+0300,3344.955,3347.498,3344.298,3346.798,143380
02.06.2025 13:50:00.000 GMT+0300,3346.679,3347.298,3346.159,3347.215,85070
02.06.2025 13:55:00.000 GMT+0300,3347.285,3351.165,3345.835,3348.398,225840
02.06.2025 14:00:00.000 GMT+0300,3348.398,3349.098,3346.379,3346.715,153310
02.06.2025 14:05:00.000 GMT+0300,3346.715,3348.798,3345.798,3348.598,119400
02.06.2025 14:10:00.000 GMT+0300,3348.575,3349.668,3348.198,3348.908,101690
02.06.2025 14:15:00.000 GMT+0300,3348.875,3350.778,3348.748,3348.748,110160
02.06.2025 14:20:00.000 GMT+0300,3348.605,3353.235,3348.605,3351.978,103680
02.06.2025 14:25:00.000 GMT+0300,3351.988,3353.705,3351.988,3353.145,93030
02.06.2025 14:30:00.000 GMT+0300,3353.125,3357.805,3353.125,3355.355,159600
02.06.2025 14:35:00.000 GMT+0300,3355.385,3360.098,3354.605,3358.498,173940
02.06.2025 14:40:00.000 GMT+0300,3358.435,3359.748,3355.418,3356.415,145620
02.06.2025 14:45:00.000 GMT+0300,3356.365,3358.295,3354.068,3354.858,126540
02.06.2025 14:50:00.000 GMT+0300,3354.858,3355.298,3352.908,3354.765,105990
02.06.2025 14:55:00.000 GMT+0300,3354.865,3356.125,3354.088,3356.065,126240
02.06.2025 15:00:00.000 GMT+0300,3356.015,3357.645,3353.755,3354.055,187320
02.06.2025 15:05:00.000 GMT+0300,3354.055,3359.929,3353.925,3358.359,249660
02.06.2025 15:10:00.000 GMT+0300,3358.168,3359.819,3357.169,3357.498,260750
02.06.2025 15:15:00.000 GMT+0300,3357.498,3359.615,3356.698,3358.998,131580
02.06.2025 15:20:00.000 GMT+0300,3359.315,3362.545,3358.275,3362.005,189590
02.06.2025 15:25:00.000 GMT+0300,3361.948,3363.245,3359.845,3360.548,215730
02.06.2025 15:30:00.000 GMT+0300,3360.345,3363.348,3360.345,3361.155,214930
02.06.2025 15:35:00.000 GMT+0300,3361.205,3363.225,3360.735,3362.048,157800
02.06.2025 15:40:00.000 GMT+0300,3361.905,3362.905,3360.085,3361.498,168910
02.06.2025 15:45:00.000 GMT+0300,3361.365,3361.798,3358.865,3360.325,155330
02.06.2025 15:50:00.000 GMT+0300,3360.355,3360.755,3355.745,3356.098,155770
02.06.2025 15:55:00.000 GMT+0300,3356.125,3356.325,3354.205,3355.265,178960
02.06.2025 16:00:00.000 GMT+0300,3355.465,3357.425,3353.298,3354.095,201060
02.06.2025 16:05:00.000 GMT+0300,3354.165,3355.148,3352.698,3353.865,178810
02.06.2025 16:10:00.000 GMT+0300,3353.898,3356.678,3352.428,3356.215,180870
02.06.2025 16:15:00.000 GMT+0300,3356.245,3357.345,3355.145,3356.275,158840
02.06.2025 16:20:00.000 GMT+0300,3356.355,3356.595,3354.315,3354.785,129100
02.06.2025 16:25:00.000 GMT+0300,3354.825,3357.498,3351.698,3355.498,201130
02.06.2025 16:30:00.000 GMT+0300,3355.498,3356.715,3349.925,3356.055,317010
02.06.2025 16:35:00.000 GMT+0300,3356.025,3359.948,3354.098,3358.648,340370
02.06.2025 16:40:00.000 GMT+0300,3358.848,3366.698,3358.715,3366.108,403400
02.06.2025 16:45:00.000 GMT+0300,3366.218,3369.975,3364.598,3365.548,430120
02.06.2025 16:50:00.000 GMT+0300,3365.608,3374.555,3365.165,3374.248,402840
02.06.2025 16:55:00.000 GMT+0300,3374.248,3375.948,3369.885,3370.368,268250
02.06.2025 17:00:00.000 GMT+0300,3370.368,3376.198,3369.335,3371.748,357540
02.06.2025 17:05:00.000 GMT+0300,3371.765,3373.348,3370.000,3370.000,390300
02.06.2025 17:10:00.000 GMT+0300,3370.000,3374.405,3367.415,3374.385,334175
02.06.2025 17:15:00.000 GMT+0300,3374.365,3377.865,3372.625,3377.598,427840.01
02.06.2025 17:20:00.000 GMT+0300,3377.598,3377.798,3372.028,3372.948,321330
02.06.2025 17:25:00.000 GMT+0300,3372.948,3375.948,3371.745,3372.865,281550
02.06.2025 17:30:00.000 GMT+0300,3372.948,3376.048,3371.625,3374.898,311720
02.06.2025 17:35:00.000 GMT+0300,3374.898,3377.648,3373.435,3374.565,363870
02.06.2025 17:40:00.000 GMT+0300,3374.648,3377.775,3373.765,3377.735,284720
02.06.2025 17:45:00.000 GMT+0300,3377.755,3377.755,3374.995,3375.898,216600
02.06.2025 17:50:00.000 GMT+0300,3375.845,3377.615,3375.148,3377.495,223990
02.06.2025 17:55:00.000 GMT+0300,3377.555,3378.745,3375.498,3375.815,247190
02.06.2025 18:00:00.000 GMT+0300,3375.825,3377.205,3374.138,3376.705,314560
02.06.2025 18:05:00.000 GMT+0300,3376.745,3378.648,3376.635,3377.198,252030
02.06.2025 18:10:00.000 GMT+0300,3377.198,3377.198,3373.148,3374.548,257249.99
02.06.2025 18:15:00.000 GMT+0300,3374.555,3376.298,3373.605,3376.298,186600
02.06.2025 18:20:00.000 GMT+0300,3376.199,3378.248,3374.795,3374.985,187610
02.06.2025 18:25:00.000 GMT+0300,3374.955,3374.965,3369.555,3373.235,230270
02.06.2025 18:30:00.000 GMT+0300,3373.175,3373.615,3370.975,3373.000,152960
02.06.2025 18:35:00.000 GMT+0300,3373.000,3373.305,3370.825,3373.265,164200
02.06.2025 18:40:00.000 GMT+0300,3373.265,3374.895,3373.025,3374.585,127070
02.06.2025 18:45:00.000 GMT+0300,3374.615,3375.648,3374.105,3374.598,130250
02.06.2025 18:50:00.000 GMT+0300,3374.598,3375.698,3372.765,3373.598,165330
02.06.2025 18:55:00.000 GMT+0300,3373.335,3374.565,3372.118,3374.085,156920
02.06.2025 19:00:00.000 GMT+0300,3374.085,3377.915,3374.085,3377.915,200450
02.06.2025 19:05:00.000 GMT+0300,3377.948,3379.165,3375.155,3376.085,160880
02.06.2025 19:10:00.000 GMT+0300,3376.085,3376.248,3370.808,3372.358,228900
02.06.2025 19:15:00.000 GMT+0300,3372.358,3373.155,3371.805,3372.165,169990
02.06.2025 19:20:00.000 GMT+0300,3372.165,3372.175,3370.095,3371.005,331830
02.06.2025 19:25:00.000 GMT+0300,3371.035,3373.398,3371.035,3372.798,166530
02.06.2025 19:30:00.000 GMT+0300,3372.855,3374.865,3372.498,3374.215,159510
02.06.2025 19:35:00.000 GMT+0300,3374.198,3374.798,3372.395,3373.448,240190
02.06.2025 19:40:00.000 GMT+0300,3373.305,3373.848,3369.575,3370.228,730070
02.06.2025 19:45:00.000 GMT+0300,3370.238,3372.498,3369.928,3370.958,181020
02.06.2025 19:50:00.000 GMT+0300,3370.958,3371.438,3368.975,3369.318,373500
02.06.2025 19:55:00.000 GMT+0300,3369.308,3371.865,3369.288,3371.525,267570
02.06.2025 20:00:00.000 GMT+0300,3371.448,3374.198,3371.245,3374.098,141960
02.06.2025 20:05:00.000 GMT+0300,3374.098,3374.648,3373.048,3373.848,132240
02.06.2025 20:10:00.000 GMT+0300,3373.848,3375.348,3373.558,3374.638,284789.99
02.06.2025 20:15:00.000 GMT+0300,3374.638,3374.698,3372.228,3373.488,257280
02.06.2025 20:20:00.000 GMT+0300,3373.415,3375.115,3372.628,3373.105,317940
02.06.2025 20:25:00.000 GMT+0300,3373.125,3373.405,3370.995,3372.048,182140
02.06.2025 20:30:00.000 GMT+0300,3372.025,3374.848,3371.955,3373.785,120720
02.06.2025 20:35:00.000 GMT+0300,3373.805,3373.945,3372.248,3373.048,109980
02.06.2025 20:40:00.000 GMT+0300,3373.048,3374.698,3372.975,3374.548,150780
02.06.2025 20:45:00.000 GMT+0300,3374.475,3375.748,3374.348,3374.748,154200
02.06.2025 20:50:00.000 GMT+0300,3374.748,3374.848,3372.955,3373.685,113590
02.06.2025 20:55:00.000 GMT+0300,3373.715,3374.548,3373.148,3374.205,99540
02.06.2025 21:00:00.000 GMT+0300,3374.185,3374.355,3370.998,3372.598,108430
02.06.2025 21:05:00.000 GMT+0300,3372.575,3373.975,3372.298,3372.948,96130
02.06.2025 21:10:00.000 GMT+0300,3372.948,3374.098,3372.535,3373.255,82540
02.06.2025 21:15:00.000 GMT+0300,3373.225,3373.325,3371.348,3372.648,122180
02.06.2025 21:20:00.000 GMT+0300,3372.565,3372.775,3370.598,3371.748,127410
02.06.2025 21:25:00.000 GMT+0300,3371.748,3372.048,3370.548,3371.848,88760
02.06.2025 21:30:00.000 GMT+0300,3371.695,3372.298,3371.115,3371.358,111560
02.06.2025 21:35:00.000 GMT+0300,3371.358,3375.365,3371.358,3375.305,140270
02.06.2025 21:40:00.000 GMT+0300,3375.298,3377.485,3374.998,3377.048,151070
02.06.2025 21:45:00.000 GMT+0300,3377.048,3377.695,3376.698,3377.015,104930
02.06.2025 21:50:00.000 GMT+0300,3377.065,3379.615,3376.798,3379.475,131840
02.06.2025 21:55:00.000 GMT+0300,3379.495,3379.895,3378.665,3379.025,168290
02.06.2025 22:00:00.000 GMT+0300,3378.978,3379.585,3377.638,3378.435,219420
02.06.2025 22:05:00.000 GMT+0300,3378.445,3380.235,3378.385,3379.695,186660
02.06.2025 22:10:00.000 GMT+0300,3379.465,3380.125,3379.105,3379.328,134460
02.06.2025 22:15:00.000 GMT+0300,3379.278,3379.925,3378.988,3379.555,132770
02.06.2025 22:20:00.000 GMT+0300,3379.585,3379.975,3378.948,3379.125,141580
02.06.2025 22:25:00.000 GMT+0300,3379.145,3379.705,3378.685,3378.805,153010
02.06.2025 22:30:00.000 GMT+0300,3378.805,3379.845,3378.295,3379.535,239690
02.06.2025 22:35:00.000 GMT+0300,3379.535,3380.175,3378.748,3380.135,236420
02.06.2025 22:40:00.000 GMT+0300,3379.975,3380.695,3379.748,3380.295,194610
02.06.2025 22:45:00.000 GMT+0300,3380.295,3380.965,3379.965,3380.435,157260
02.06.2025 22:50:00.000 GMT+0300,3380.375,3382.165,3379.945,3381.535,280450
02.06.2025 22:55:00.000 GMT+0300,3381.535,3382.275,3380.698,3381.415,342310
02.06.2025 23:00:00.000 GMT+0300,3381.415,3381.745,3379.945,3381.585,148200
02.06.2025 23:05:00.000 GMT+0300,3381.525,3381.525,3378.215,3380.015,236270
02.06.2025 23:10:00.000 GMT+0300,3380.048,3380.148,3378.998,3379.955,281960.01
02.06.2025 23:15:00.000 GMT+0300,3379.955,3381.415,3379.955,3381.195,218690
02.06.2025 23:20:00.000 GMT+0300,3381.175,3381.665,3381.055,3381.435,83640
02.06.2025 23:25:00.000 GMT+0300,3381.448,3381.595,3379.645,3379.865,82560
02.06.2025 23:30:00.000 GMT+0300,3379.865,3380.225,3378.825,3379.605,158330
02.06.2025 23:35:00.000 GMT+0300,3379.605,3380.465,3379.325,3380.265,90590
02.06.2025 23:40:00.000 GMT+0300,3380.198,3380.955,3379.905,3380.615,95030
02.06.2025 23:45:00.000 GMT+0300,3380.615,3382.695,3380.215,3381.835,170500
02.06.2025 23:50:00.000 GMT+0300,3381.835,3382.695,3381.285,3382.315,108810
02.06.2025 23:55:00.000 GMT+0300,3382.255,3382.375,3380.748,3381.215,97370
03.06.2025 00:00:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:05:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:10:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:15:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:20:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:25:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:30:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:35:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:40:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:45:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:50:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 00:55:00.000 GMT+0300,3381.215,3381.215,3381.215,3381.215,0
03.06.2025 01:00:00.000 GMT+0300,3382.898,3385.435,3381.898,3384.638,404680
03.06.2025 01:05:00.000 GMT+0300,3384.635,3385.475,3382.845,3385.035,178840
03.06.2025 01:10:00.000 GMT+0300,3385.005,3386.595,3384.225,3386.085,73700
03.06.2025 01:15:00.000 GMT+0300,3386.035,3387.975,3385.195,3387.895,140390
03.06.2025 01:20:00.000 GMT+0300,3387.795,3390.205,3387.038,3387.975,304410
03.06.2025 01:25:00.000 GMT+0300,3388.175,3391.165,3387.805,3389.635,280570
03.06.2025 01:30:00.000 GMT+0300,3389.615,3389.625,3387.985,3388.198,350660
03.06.2025 01:35:00.000 GMT+0300,3388.185,3390.185,3388.075,3389.205,225250
03.06.2025 01:40:00.000 GMT+0300,3389.215,3390.605,3388.555,3388.875,197340
03.06.2025 01:45:00.000 GMT+0300,3388.865,3389.655,3388.655,3389.265,210280
03.06.2025 01:50:00.000 GMT+0300,3389.215,3389.598,3388.695,3388.915,137240
03.06.2025 01:55:00.000 GMT+0300,3388.965,3389.765,3388.645,3389.765,211620
03.06.2025 02:00:00.000 GMT+0300,3389.795,3390.325,3387.875,3388.425,342160.01
03.06.2025 02:05:00.000 GMT+0300,3388.525,3389.298,3388.105,3388.725,206200
03.06.2025 02:10:00.000 GMT+0300,3388.785,3389.675,3388.435,3388.655,183590
03.06.2025 02:15:00.000 GMT+0300,3388.655,3389.798,3388.315,3389.385,218290
03.06.2025 02:20:00.000 GMT+0300,3389.365,3389.855,3388.765,3389.475,171020
03.06.2025 02:25:00.000 GMT+0300,3389.475,3391.935,3384.765,3385.385,508020
03.06.2025 02:30:00.000 GMT+0300,3385.298,3387.925,3383.255,3383.348,108190
03.06.2025 02:35:00.000 GMT+0300,3383.548,3386.055,3382.848,3385.825,106410
03.06.2025 02:40:00.000 GMT+0300,3385.835,3386.685,3384.755,3386.565,87630
03.06.2025 02:45:00.000 GMT+0300,3386.535,3387.248,3385.348,3386.048,82890
03.06.2025 02:50:00.000 GMT+0300,3386.048,3386.355,3384.615,3385.348,94390
03.06.2025 02:55:00.000 GMT+0300,3385.348,3387.315,3384.515,3387.198,83060
03.06.2025 03:00:00.000 GMT+0300,3387.225,3388.398,3384.348,3384.465,171740
03.06.2025 03:05:00.000 GMT+0300,3384.315,3384.345,3380.998,3382.998,230670
03.06.2025 03:10:00.000 GMT+0300,3382.898,3383.655,3380.148,3381.855,123970
03.06.2025 03:15:00.000 GMT+0300,3381.955,3381.955,3375.395,3378.265,260250
03.06.2025 03:20:00.000 GMT+0300,3378.235,3380.625,3378.145,3379.945,158020
03.06.2025 03:25:00.000 GMT+0300,3379.885,3380.965,3378.855,3379.515,88810
03.06.2025 03:30:00.000 GMT+0300,3379.575,3381.325,3378.735,3378.865,137210
03.06.2025 03:35:00.000 GMT+0300,3378.825,3378.945,3375.498,3375.845,173890
03.06.2025 03:40:00.000 GMT+0300,3375.845,3378.485,3373.575,3376.805,172880
03.06.2025 03:45:00.000 GMT+0300,3376.805,3378.685,3375.855,3377.695,170610
03.06.2025 03:50:00.000 GMT+0300,3377.685,3377.848,3375.898,3377.135,178930
03.06.2025 03:55:00.000 GMT+0300,3377.198,3378.835,3374.855,3375.615,215910
03.06.2025 04:00:00.000 GMT+0300,3375.695,3375.798,3370.945,3372.248,407720
03.06.2025 04:05:00.000 GMT+0300,3372.195,3373.005,3369.698,3370.945,348200
03.06.2025 04:10:00.000 GMT+0300,3370.985,3373.565,3367.325,3367.398,289180
03.06.2025 04:15:00.000 GMT+0300,3367.398,3368.298,3363.148,3365.265,355095
03.06.2025 04:20:00.000 GMT+0300,3365.245,3367.535,3364.345,3366.165,272920
03.06.2025 04:25:00.000 GMT+0300,3366.145,3368.675,3362.995,3368.275,207790
03.06.2025 04:30:00.000 GMT+0300,3368.248,3370.745,3367.048,3367.965,235050
03.06.2025 04:35:00.000 GMT+0300,3367.935,3371.325,3365.988,3371.115,247150
03.06.2025 04:40:00.000 GMT+0300,3371.075,3373.445,3369.965,3372.925,218880.01
03.06.2025 04:45:00.000 GMT+0300,3372.898,3375.245,3370.198,3374.005,221870
03.06.2025 04:50:00.000 GMT+0300,3374.055,3375.465,3372.198,3372.698,178950
03.06.2025 04:55:00.000 GMT+0300,3372.698,3372.925,3369.885,3372.535,190530
03.06.2025 05:00:00.000 GMT+0300,3372.465,3374.135,3371.465,3373.548,225430
03.06.2025 05:05:00.000 GMT+0300,3373.555,3375.155,3371.898,3372.298,172360
03.06.2025 05:10:00.000 GMT+0300,3372.298,3374.305,3371.658,3374.148,226650
03.06.2025 05:15:00.000 GMT+0300,3374.395,3377.765,3374.335,3376.648,173110
03.06.2025 05:20:00.000 GMT+0300,3376.675,3376.685,3372.095,3372.498,198820
03.06.2025 05:25:00.000 GMT+0300,3372.488,3374.035,3371.398,3372.175,185700
03.06.2025 05:30:00.000 GMT+0300,3372.268,3372.505,3368.000,3368.045,180710
03.06.2025 05:35:00.000 GMT+0300,3368.015,3368.895,3365.765,3367.898,175500
03.06.2025 05:40:00.000 GMT+0300,3367.898,3368.385,3364.175,3367.625,211540
03.06.2025 05:45:00.000 GMT+0300,3367.595,3371.148,3366.995,3371.055,157830
03.06.2025 05:50:00.000 GMT+0300,3371.065,3375.098,3370.885,3373.355,161200
03.06.2025 05:55:00.000 GMT+0300,3373.348,3373.348,3368.348,3368.465,179260
03.06.2025 06:00:00.000 GMT+0300,3368.465,3369.298,3364.045,3366.655,187080
03.06.2025 06:05:00.000 GMT+0300,3366.765,3368.948,3364.685,3367.095,159910
03.06.2025 06:10:00.000 GMT+0300,3367.095,3368.548,3366.415,3368.398,209130
03.06.2025 06:15:00.000 GMT+0300,3368.398,3368.798,3365.945,3366.715,202490
03.06.2025 06:20:00.000 GMT+0300,3366.745,3366.835,3364.995,3365.725,153600
03.06.2025 06:25:00.000 GMT+0300,3365.705,3367.748,3364.655,3364.655,141650
03.06.2025 06:30:00.000 GMT+0300,3364.698,3366.548,3363.498,3365.895,126970
03.06.2025 06:35:00.000 GMT+0300,3365.848,3367.115,3363.975,3365.995,111080
03.06.2025 06:40:00.000 GMT+0300,3366.025,3366.205,3359.445,3361.155,217060
03.06.2025 06:45:00.000 GMT+0300,3361.185,3362.648,3361.098,3362.235,106390
03.06.2025 06:50:00.000 GMT+0300,3362.275,3362.795,3361.215,3361.475,101440
03.06.2025 06:55:00.000 GMT+0300,3361.455,3363.048,3360.278,3360.758,147480
03.06.2025 07:00:00.000 GMT+0300,3360.755,3364.355,3360.755,3363.448,137750
03.06.2025 07:05:00.000 GMT+0300,3363.535,3364.725,3363.115,3364.385,110130
03.06.2025 07:10:00.000 GMT+0300,3364.415,3364.585,3362.325,3363.148,100810
03.06.2025 07:15:00.000 GMT+0300,3363.148,3364.518,3362.598,3362.728,103910
03.06.2025 07:20:00.000 GMT+0300,3362.798,3364.898,3361.548,3363.598,124680
