Local time,Open,High,Low,Close,Volume
04.02.2025 11:00:00.000 GMT+0200,2814.945,2815.485,2813.895,2814.365,310320
04.02.2025 11:05:00.000 GMT+0200,2814.385,2815.605,2814.155,2814.745,445889.99
04.02.2025 11:10:00.000 GMT+0200,2814.745,2816.495,2813.905,2815.935,433469.99
04.02.2025 11:15:00.000 GMT+0200,2815.955,2817.375,2814.955,2816.765,218550
04.02.2025 11:20:00.000 GMT+0200,2816.875,2817.905,2816.128,2816.458,204899.99
04.02.2025 11:25:00.000 GMT+0200,2816.448,2817.155,2815.595,2816.785,606720
04.02.2025 11:30:00.000 GMT+0200,2816.785,2818.265,2815.705,2817.855,231270
04.02.2025 11:35:00.000 GMT+0200,2817.945,2818.275,2816.875,2818.035,232200
04.02.2025 11:40:00.000 GMT+0200,2818.005,2819.485,2816.885,2819.255,201570
04.02.2025 11:45:00.000 GMT+0200,2819.305,2820.845,2818.985,2820.505,411810
04.02.2025 11:50:00.000 GMT+0200,2820.505,2821.675,2820.375,2820.995,263790
04.02.2025 11:55:00.000 GMT+0200,2820.965,2821.225,2820.115,2820.265,345030
04.02.2025 12:00:00.000 GMT+0200,2820.255,2820.255,2819.015,2819.285,424260
04.02.2025 12:05:00.000 GMT+0200,2819.315,2819.645,2817.075,2817.395,240300
04.02.2025 12:10:00.000 GMT+0200,2817.375,2817.698,2815.865,2816.248,251010
04.02.2025 12:15:00.000 GMT+0200,2816.218,2816.775,2815.285,2815.425,206640
04.02.2025 12:20:00.000 GMT+0200,2815.455,2816.755,2815.325,2816.415,225990
04.02.2025 12:25:00.000 GMT+0200,2816.415,2816.545,2815.225,2815.905,261180
04.02.2025 12:30:00.000 GMT+0200,2815.905,2816.325,2812.985,2813.285,318930
04.02.2025 12:35:00.000 GMT+0200,2813.285,2814.045,2812.385,2813.745,216090
04.02.2025 12:40:00.000 GMT+0200,2813.775,2814.175,2813.105,2814.115,133290
04.02.2025 12:45:00.000 GMT+0200,2814.075,2815.158,2813.425,2815.145,110670
04.02.2025 12:50:00.000 GMT+0200,2815.145,2815.235,2812.825,2813.848,255060
04.02.2025 12:55:00.000 GMT+0200,2813.788,2814.965,2813.608,2814.655,165480
04.02.2025 13:00:00.000 GMT+0200,2814.655,2814.945,2813.975,2814.715,179100
04.02.2025 13:05:00.000 GMT+0200,2814.705,2815.748,2814.315,2814.415,186180
04.02.2025 13:10:00.000 GMT+0200,2814.355,2814.445,2813.165,2814.025,131010
04.02.2025 13:15:00.000 GMT+0200,2814.025,2814.255,2813.125,2813.775,129420
04.02.2025 13:20:00.000 GMT+0200,2813.815,2814.955,2813.445,2814.675,173400
04.02.2025 13:25:00.000 GMT+0200,2814.645,2815.725,2814.295,2815.205,214920
04.02.2025 13:30:00.000 GMT+0200,2815.065,2815.935,2814.265,2815.835,156870
04.02.2025 13:35:00.000 GMT+0200,2815.885,2816.605,2815.395,2816.345,236940
04.02.2025 13:40:00.000 GMT+0200,2816.295,2816.555,2815.065,2815.105,407909.99
04.02.2025 13:45:00.000 GMT+0200,2815.095,2815.855,2814.028,2815.245,277500
04.02.2025 13:50:00.000 GMT+0200,2815.225,2816.625,2815.225,2815.675,221160
04.02.2025 13:55:00.000 GMT+0200,2815.615,2815.655,2814.535,2815.275,144000
04.02.2025 14:00:00.000 GMT+0200,2815.295,2816.025,2814.335,2815.745,179070
04.02.2025 14:05:00.000 GMT+0200,2815.815,2816.115,2814.275,2815.815,157740
04.02.2025 14:10:00.000 GMT+0200,2815.835,2817.495,2815.775,2816.595,151080
04.02.2025 14:15:00.000 GMT+0200,2816.625,2818.915,2816.625,2818.755,169620
04.02.2025 14:20:00.000 GMT+0200,2818.755,2819.835,2818.065,2819.005,173160
04.02.2025 14:25:00.000 GMT+0200,2818.965,2819.435,2818.435,2819.155,158370
04.02.2025 14:30:00.000 GMT+0200,2819.195,2820.385,2819.085,2820.245,197640
04.02.2025 14:35:00.000 GMT+0200,2820.275,2820.665,2819.325,2820.125,288480
04.02.2025 14:40:00.000 GMT+0200,2820.195,2820.265,2818.775,2819.605,393450
04.02.2025 14:45:00.000 GMT+0200,2819.575,2821.525,2818.835,2821.215,189870
04.02.2025 14:50:00.000 GMT+0200,2821.165,2822.815,2820.345,2822.655,202800
04.02.2025 14:55:00.000 GMT+0200,2822.635,2822.875,2821.165,2821.615,278250
04.02.2025 15:00:00.000 GMT+0200,2821.635,2822.885,2821.205,2821.665,405450.01
04.02.2025 15:05:00.000 GMT+0200,2821.725,2824.105,2821.535,2823.305,235080
04.02.2025 15:10:00.000 GMT+0200,2823.295,2824.665,2822.685,2823.718,206310
04.02.2025 15:15:00.000 GMT+0200,2823.685,2826.025,2822.945,2825.865,303360
04.02.2025 15:20:00.000 GMT+0200,2825.855,2833.285,2825.715,2831.808,595650.01
04.02.2025 15:25:00.000 GMT+0200,2831.835,2835.085,2830.835,2834.815,525540
04.02.2025 15:30:00.000 GMT+0200,2834.775,2837.045,2834.405,2835.448,410880.01
04.02.2025 15:35:00.000 GMT+0200,2835.448,2836.655,2833.218,2834.315,375749.99
04.02.2025 15:40:00.000 GMT+0200,2834.245,2836.045,2833.225,2834.995,367260
04.02.2025 15:45:00.000 GMT+0200,2834.995,2835.375,2833.455,2833.895,226140
04.02.2025 15:50:00.000 GMT+0200,2833.825,2833.955,2830.415,2830.855,295950
04.02.2025 15:55:00.000 GMT+0200,2830.875,2831.965,2830.208,2831.545,287850
04.02.2025 16:00:00.000 GMT+0200,2831.555,2831.995,2829.935,2830.565,264660
04.02.2025 16:05:00.000 GMT+0200,2830.545,2834.415,2828.885,2834.395,588360.02
04.02.2025 16:10:00.000 GMT+0200,2834.298,2834.405,2831.075,2832.585,968870
04.02.2025 16:15:00.000 GMT+0200,2832.755,2833.055,2831.655,2832.465,850730
04.02.2025 16:20:00.000 GMT+0200,2832.535,2834.685,2831.885,2833.615,367500
04.02.2025 16:25:00.000 GMT+0200,2833.615,2837.685,2833.035,2837.045,475530.01
04.02.2025 16:30:00.000 GMT+0200,2837.015,2840.485,2835.805,2839.535,282570
04.02.2025 16:35:00.000 GMT+0200,2839.435,2840.065,2837.075,2839.995,332820
04.02.2025 16:40:00.000 GMT+0200,2839.975,2840.965,2839.025,2839.955,355940
04.02.2025 16:45:00.000 GMT+0200,2839.948,2841.145,2838.795,2840.755,335170
04.02.2025 16:50:00.000 GMT+0200,2840.775,2841.125,2839.635,2840.135,302620.01
04.02.2025 16:55:00.000 GMT+0200,2840.155,2840.375,2837.858,2837.995,271230
04.02.2025 17:00:00.000 GMT+0200,2837.995,2843.355,2837.135,2840.665,540830.01
04.02.2025 17:05:00.000 GMT+0200,2840.665,2843.135,2839.655,2842.405,461240
04.02.2025 17:10:00.000 GMT+0200,2842.395,2844.108,2840.745,2843.015,525650.01
04.02.2025 17:15:00.000 GMT+0200,2843.045,2843.965,2840.975,2842.365,599050
04.02.2025 17:20:00.000 GMT+0200,2842.348,2842.848,2839.895,2841.515,470230.01
04.02.2025 17:25:00.000 GMT+0200,2841.505,2843.745,2841.505,2843.565,354170
04.02.2025 17:30:00.000 GMT+0200,2843.535,2845.335,2842.875,2844.805,290520
04.02.2025 17:35:00.000 GMT+0200,2844.835,2844.935,2836.625,2836.685,327460
04.02.2025 17:40:00.000 GMT+0200,2836.735,2838.475,2833.575,2835.485,311260
04.02.2025 17:45:00.000 GMT+0200,2835.535,2838.365,2834.015,2837.505,192590
04.02.2025 17:50:00.000 GMT+0200,2837.515,2838.325,2835.695,2838.015,172290
04.02.2025 17:55:00.000 GMT+0200,2838.105,2838.475,2835.435,2835.705,192400
04.02.2025 18:00:00.000 GMT+0200,2835.685,2837.485,2832.405,2836.665,312270
04.02.2025 18:05:00.000 GMT+0200,2836.675,2837.495,2833.755,2836.705,253890
04.02.2025 18:10:00.000 GMT+0200,2836.705,2839.225,2836.475,2837.405,201690
04.02.2025 18:15:00.000 GMT+0200,2837.435,2840.145,2836.525,2839.885,191190
04.02.2025 18:20:00.000 GMT+0200,2839.855,2841.525,2839.155,2841.215,204390
04.02.2025 18:25:00.000 GMT+0200,2841.235,2842.295,2840.715,2841.285,167070
04.02.2025 18:30:00.000 GMT+0200,2841.305,2841.925,2839.735,2840.255,125160
04.02.2025 18:35:00.000 GMT+0200,2840.215,2841.035,2839.435,2840.235,157410
04.02.2025 18:40:00.000 GMT+0200,2840.235,2842.175,2840.215,2841.485,204690
04.02.2025 18:45:00.000 GMT+0200,2841.535,2842.005,2840.355,2840.415,153840
04.02.2025 18:50:00.000 GMT+0200,2840.410,2840.915,2839.515,2840.045,147360
04.02.2025 18:55:00.000 GMT+0200,2840.015,2841.005,2839.845,2840.305,134100
04.02.2025 19:00:00.000 GMT+0200,2840.325,2841.375,2839.295,2839.875,162240
04.02.2025 19:05:00.000 GMT+0200,2840.125,2841.555,2839.435,2841.215,134100
04.02.2025 19:10:00.000 GMT+0200,2841.235,2842.275,2840.685,2841.955,117030
04.02.2025 19:15:00.000 GMT+0200,2841.955,2842.485,2840.325,2841.815,181530
04.02.2025 19:20:00.000 GMT+0200,2841.815,2842.635,2841.215,2841.885,145440
04.02.2025 19:25:00.000 GMT+0200,2841.885,2843.105,2841.675,2842.715,173730
04.02.2025 19:30:00.000 GMT+0200,2842.668,2844.408,2842.368,2844.035,160320
04.02.2025 19:35:00.000 GMT+0200,2844.028,2844.208,2841.895,2842.488,208680
04.02.2025 19:40:00.000 GMT+0200,2842.505,2843.415,2841.408,2842.125,148830
04.02.2025 19:45:00.000 GMT+0200,2842.175,2843.815,2841.915,2842.305,149580
04.02.2025 19:50:00.000 GMT+0200,2842.335,2844.485,2842.335,2844.375,177990
04.02.2025 19:55:00.000 GMT+0200,2844.425,2844.505,2843.498,2843.845,136070
04.02.2025 20:00:00.000 GMT+0200,2843.785,2843.885,2842.935,2843.365,147720
04.02.2025 20:05:00.000 GMT+0200,2843.365,2844.268,2842.915,2844.165,176970
04.02.2025 20:10:00.000 GMT+0200,2844.258,2844.465,2843.615,2844.095,138090
04.02.2025 20:15:00.000 GMT+0200,2844.095,2844.615,2843.708,2844.138,173150
04.02.2025 20:20:00.000 GMT+0200,2844.138,2844.265,2842.975,2843.175,125280
04.02.2025 20:25:00.000 GMT+0200,2843.168,2844.255,2842.435,2843.465,239160
04.02.2025 20:30:00.000 GMT+0200,2843.485,2844.195,2842.755,2843.835,250050
04.02.2025 20:35:00.000 GMT+0200,2843.945,2844.475,2843.345,2843.955,139590
04.02.2025 20:40:00.000 GMT+0200,2843.985,2844.875,2843.915,2844.395,103380
04.02.2025 20:45:00.000 GMT+0200,2844.455,2844.655,2843.085,2843.805,129420
04.02.2025 20:50:00.000 GMT+0200,2843.805,2843.965,2842.258,2842.598,218580.01
04.02.2025 20:55:00.000 GMT+0200,2842.598,2843.758,2842.248,2842.558,171510
04.02.2025 21:00:00.000 GMT+0200,2842.558,2843.375,2842.045,2843.225,130680
04.02.2025 21:05:00.000 GMT+0200,2843.215,2843.455,2842.715,2843.148,105000
04.02.2025 21:10:00.000 GMT+0200,2843.148,2843.908,2842.848,2843.115,103770
04.02.2025 21:15:00.000 GMT+0200,2843.115,2843.475,2842.315,2843.008,98490
04.02.2025 21:20:00.000 GMT+0200,2842.918,2842.988,2841.665,2842.645,119460
04.02.2025 21:25:00.000 GMT+0200,2842.695,2843.175,2842.065,2842.355,123480
04.02.2025 21:30:00.000 GMT+0200,2842.305,2843.795,2842.215,2843.235,125340
04.02.2025 21:35:00.000 GMT+0200,2843.265,2844.035,2843.175,2843.445,118920
04.02.2025 21:40:00.000 GMT+0200,2843.505,2844.025,2843.165,2843.305,123960
04.02.2025 21:45:00.000 GMT+0200,2843.305,2843.705,2842.535,2843.485,111120
04.02.2025 21:50:00.000 GMT+0200,2843.485,2843.845,2842.105,2842.345,138540
04.02.2025 21:55:00.000 GMT+0200,2842.355,2843.305,2842.235,2842.915,189750
04.02.2025 22:00:00.000 GMT+0200,2842.915,2843.405,2842.555,2843.155,166320
04.02.2025 22:05:00.000 GMT+0200,2843.175,2843.915,2843.055,2843.695,324870.01
04.02.2025 22:10:00.000 GMT+0200,2843.695,2843.705,2842.295,2842.648,152010
04.02.2025 22:15:00.000 GMT+0200,2842.648,2843.148,2841.525,2841.525,123420
04.02.2025 22:20:00.000 GMT+0200,2841.545,2841.885,2840.835,2840.975,73800
04.02.2025 22:25:00.000 GMT+0200,2840.985,2841.968,2840.695,2841.618,108720
04.02.2025 22:30:00.000 GMT+0200,2841.625,2841.945,2840.975,2841.675,138000
04.02.2025 22:35:00.000 GMT+0200,2841.645,2843.115,2841.435,2842.045,77720
04.02.2025 22:40:00.000 GMT+0200,2842.025,2842.985,2842.025,2842.865,79660
04.02.2025 22:45:00.000 GMT+0200,2842.975,2843.705,2842.675,2843.595,101950
04.02.2025 22:50:00.000 GMT+0200,2843.565,2843.565,2842.305,2843.125,329830
04.02.2025 22:55:00.000 GMT+0200,2843.058,2844.645,2843.055,2844.135,532140
04.02.2025 23:00:00.000 GMT+0200,2844.155,2844.648,2843.655,2844.218,57150
04.02.2025 23:05:00.000 GMT+0200,2844.238,2844.248,2842.318,2842.468,52410
04.02.2025 23:10:00.000 GMT+0200,2842.468,2842.948,2841.855,2842.505,43070
04.02.2025 23:15:00.000 GMT+0200,2842.505,2842.535,2841.015,2841.285,45720
04.02.2025 23:20:00.000 GMT+0200,2841.255,2841.895,2841.095,2841.198,73450
04.02.2025 23:25:00.000 GMT+0200,2841.198,2841.525,2840.698,2841.255,60340
04.02.2025 23:30:00.000 GMT+0200,2841.255,2841.265,2840.775,2841.135,25740
04.02.2025 23:35:00.000 GMT+0200,2841.105,2841.675,2841.035,2841.505,30210
04.02.2025 23:40:00.000 GMT+0200,2841.685,2842.115,2841.385,2841.855,49060
04.02.2025 23:45:00.000 GMT+0200,2841.855,2841.925,2841.248,2841.475,29810
04.02.2025 23:50:00.000 GMT+0200,2841.585,2842.125,2841.365,2841.755,18310
04.02.2025 23:55:00.000 GMT+0200,2841.735,2842.255,2841.235,2841.235,25380
05.02.2025 00:00:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:05:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:10:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:15:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:20:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:25:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:30:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:35:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:40:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:45:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:50:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 00:55:00.000 GMT+0200,2841.235,2841.235,2841.235,2841.235,0
05.02.2025 01:00:00.000 GMT+0200,2840.755,2841.198,2840.148,2840.468,65340
05.02.2025 01:05:00.000 GMT+0200,2840.528,2840.778,2840.378,2840.748,39330
05.02.2025 01:10:00.000 GMT+0200,2840.758,2841.485,2840.678,2841.015,20970
05.02.2025 01:15:00.000 GMT+0200,2840.955,2841.015,2840.345,2840.615,30420
05.02.2025 01:20:00.000 GMT+0200,2840.535,2841.325,2840.525,2840.895,17730
05.02.2025 01:25:00.000 GMT+0200,2840.895,2841.005,2840.465,2840.535,17280
05.02.2025 01:30:00.000 GMT+0200,2840.535,2841.595,2840.425,2841.135,30810
05.02.2025 01:35:00.000 GMT+0200,2841.195,2841.805,2840.495,2840.605,27900
05.02.2025 01:40:00.000 GMT+0200,2840.555,2841.905,2840.415,2841.335,76830
05.02.2025 01:45:00.000 GMT+0200,2841.355,2842.445,2841.135,2841.685,107110
05.02.2025 01:50:00.000 GMT+0200,2841.675,2841.805,2841.315,2841.435,52860
05.02.2025 01:55:00.000 GMT+0200,2841.425,2841.585,2841.005,2841.035,28320
05.02.2025 02:00:00.000 GMT+0200,2841.095,2842.198,2841.065,2841.365,55290
05.02.2025 02:05:00.000 GMT+0200,2841.355,2841.425,2840.515,2840.965,40200
05.02.2025 02:10:00.000 GMT+0200,2840.945,2841.785,2840.765,2841.125,48630
05.02.2025 02:15:00.000 GMT+0200,2841.165,2841.645,2840.768,2841.485,55260
05.02.2025 02:20:00.000 GMT+0200,2841.485,2841.595,2840.895,2841.405,45270
05.02.2025 02:25:00.000 GMT+0200,2841.405,2842.875,2841.198,2842.795,72750
05.02.2025 02:30:00.000 GMT+0200,2842.775,2847.675,2842.445,2847.315,109440
05.02.2025 02:35:00.000 GMT+0200,2847.295,2847.995,2845.458,2845.625,170250
05.02.2025 02:40:00.000 GMT+0200,2845.625,2847.505,2845.555,2846.895,104180
05.02.2025 02:45:00.000 GMT+0200,2846.905,2847.748,2846.175,2846.355,113520
05.02.2025 02:50:00.000 GMT+0200,2846.435,2847.055,2845.395,2845.678,160670
05.02.2025 02:55:00.000 GMT+0200,2845.678,2845.948,2843.758,2845.085,420780
05.02.2025 03:00:00.000 GMT+0200,2845.105,2848.685,2842.605,2844.505,643920
05.02.2025 03:05:00.000 GMT+0200,2844.565,2846.205,2843.808,2845.005,601470.01
05.02.2025 03:10:00.000 GMT+0200,2844.865,2845.755,2844.135,2845.205,331900
05.02.2025 03:15:00.000 GMT+0200,2845.195,2846.815,2843.058,2843.775,366320
05.02.2025 03:20:00.000 GMT+0200,2843.675,2844.955,2842.875,2844.255,219600
05.02.2025 03:25:00.000 GMT+0200,2844.195,2844.485,2842.455,2843.375,205720
05.02.2025 03:30:00.000 GMT+0200,2843.355,2843.765,2840.745,2841.825,281490
05.02.2025 03:35:00.000 GMT+0200,2841.845,2842.055,2839.865,2840.995,203790
05.02.2025 03:40:00.000 GMT+0200,2841.005,2841.125,2839.625,2839.775,183340
05.02.2025 03:45:00.000 GMT+0200,2839.765,2843.035,2839.335,2843.025,170620
05.02.2025 03:50:00.000 GMT+0200,2843.025,2844.305,2842.885,2843.585,180520
05.02.2025 03:55:00.000 GMT+0200,2843.585,2844.865,2842.975,2844.265,177670
05.02.2025 04:00:00.000 GMT+0200,2844.285,2847.645,2843.755,2847.605,216360
05.02.2025 04:05:00.000 GMT+0200,2847.655,2849.845,2847.035,2849.645,251530
05.02.2025 04:10:00.000 GMT+0200,2849.615,2853.665,2849.335,2852.245,217810
05.02.2025 04:15:00.000 GMT+0200,2852.215,2852.465,2850.945,2851.475,101080
05.02.2025 04:20:00.000 GMT+0200,2851.455,2852.335,2851.355,2851.515,64080
05.02.2025 04:25:00.000 GMT+0200,2851.545,2852.575,2850.485,2850.708,184190
05.02.2025 04:30:00.000 GMT+0200,2850.715,2850.725,2848.485,2848.545,224750
05.02.2025 04:35:00.000 GMT+0200,2848.605,2849.315,2847.685,2847.715,333190
05.02.2025 04:40:00.000 GMT+0200,2847.735,2849.615,2847.585,2849.045,106440
05.02.2025 04:45:00.000 GMT+0200,2849.125,2849.575,2848.275,2848.965,96120
05.02.2025 04:50:00.000 GMT+0200,2848.995,2849.845,2848.055,2849.295,154800
05.02.2025 04:55:00.000 GMT+0200,2849.295,2850.935,2848.935,2850.815,158490
05.02.2025 05:00:00.000 GMT+0200,2850.815,2852.015,2850.815,2850.975,114630
05.02.2025 05:05:00.000 GMT+0200,2850.965,2851.095,2849.595,2850.045,62460
05.02.2025 05:10:00.000 GMT+0200,2850.015,2852.905,2849.625,2852.248,113480
05.02.2025 05:15:00.000 GMT+0200,2852.248,2852.875,2851.938,2852.545,111210
05.02.2025 05:20:00.000 GMT+0200,2852.525,2853.855,2852.425,2853.215,123690
05.02.2025 05:25:00.000 GMT+0200,2853.265,2853.665,2852.575,2853.425,260350
05.02.2025 05:30:00.000 GMT+0200,2853.425,2854.205,2853.325,2853.555,140190
05.02.2025 05:35:00.000 GMT+0200,2853.575,2854.095,2852.905,2853.165,189000
05.02.2025 05:40:00.000 GMT+0200,2853.145,2853.345,2852.335,2852.755,187660
05.02.2025 05:45:00.000 GMT+0200,2852.785,2853.155,2852.465,2852.905,55470
05.02.2025 05:50:00.000 GMT+0200,2852.865,2854.015,2852.525,2853.015,82140
05.02.2025 05:55:00.000 GMT+0200,2853.055,2853.075,2851.615,2852.135,101610
05.02.2025 06:00:00.000 GMT+0200,2852.085,2852.735,2851.655,2851.785,55200
05.02.2025 06:05:00.000 GMT+0200,2851.795,2853.365,2851.765,2853.345,89490
05.02.2025 06:10:00.000 GMT+0200,2853.325,2857.645,2853.295,2857.485,139680
05.02.2025 06:15:00.000 GMT+0200,2857.984,2857.984,2855.445,2856.115,281270
05.02.2025 06:20:00.000 GMT+0200,2855.918,2856.305,2855.248,2855.848,85060
05.02.2025 06:25:00.000 GMT+0200,2855.848,2856.745,2855.675,2856.385,77290
05.02.2025 06:30:00.000 GMT+0200,2856.385,2856.615,2855.035,2855.605,63480
05.02.2025 06:35:00.000 GMT+0200,2855.605,2856.095,2855.215,2855.665,54810
05.02.2025 06:40:00.000 GMT+0200,2855.685,2857.975,2855.565,2857.155,77550
05.02.2025 06:45:00.000 GMT+0200,2857.165,2857.655,2856.185,2856.515,43200
05.02.2025 06:50:00.000 GMT+0200,2856.465,2856.895,2856.385,2856.825,29340
05.02.2025 06:55:00.000 GMT+0200,2856.795,2856.815,2854.625,2854.975,109060
05.02.2025 07:00:00.000 GMT+0200,2854.995,2855.255,2854.345,2854.348,98850
05.02.2025 07:05:00.000 GMT+0200,2854.375,2855.525,2854.155,2854.525,59160
05.02.2025 07:10:00.000 GMT+0200,2854.495,2854.875,2853.705,2853.775,68130
05.02.2025 07:15:00.000 GMT+0200,2853.775,2854.145,2853.445,2853.995,66780
05.02.2025 07:20:00.000 GMT+0200,2853.985,2856.185,2853.705,2855.035,79500
05.02.2025 07:25:00.000 GMT+0200,2855.005,2856.325,2854.765,2855.975,43020
05.02.2025 07:30:00.000 GMT+0200,2856.005,2856.515,2855.475,2855.915,74610
05.02.2025 07:35:00.000 GMT+0200,2855.995,2857.035,2855.295,2856.285,74100
05.02.2025 07:40:00.000 GMT+0200,2856.285,2858.945,2856.265,2858.105,115830
05.02.2025 07:45:00.000 GMT+0200,2858.085,2860.085,2857.655,2859.645,125310
05.02.2025 07:50:00.000 GMT+0200,2859.575,2860.415,2859.025,2859.028,105540
05.02.2025 07:55:00.000 GMT+0200,2859.005,2859.795,2858.308,2858.945,165280
05.02.2025 08:00:00.000 GMT+0200,2858.935,2859.605,2857.205,2857.365,94710
05.02.2025 08:05:00.000 GMT+0200,2857.375,2858.175,2856.765,2857.185,170900
05.02.2025 08:10:00.000 GMT+0200,2857.035,2858.475,2856.905,2857.965,120010
05.02.2025 08:15:00.000 GMT+0200,2857.945,2859.445,2857.775,2859.445,129480
05.02.2025 08:20:00.000 GMT+0200,2859.445,2861.475,2858.545,2861.125,117150
05.02.2025 08:25:00.000 GMT+0200,2861.125,2861.685,2860.478,2860.895,92890
05.02.2025 08:30:00.000 GMT+0200,2860.785,2861.125,2859.985,2860.645,193080
05.02.2025 08:35:00.000 GMT+0200,2860.645,2861.125,2860.315,2860.615,248460
05.02.2025 08:40:00.000 GMT+0200,2860.615,2860.855,2859.585,2860.735,308880
05.02.2025 08:45:00.000 GMT+0200,2860.735,2860.755,2859.705,2860.035,110040
05.02.2025 08:50:00.000 GMT+0200,2860.015,2861.545,2859.775,2861.355,165690
05.02.2025 08:55:00.000 GMT+0200,2861.335,2861.335,2858.995,2859.065,247470
05.02.2025 09:00:00.000 GMT+0200,2859.015,2859.015,2855.385,2855.465,361770
05.02.2025 09:05:00.000 GMT+0200,2855.475,2855.585,2854.705,2854.955,277710
05.02.2025 09:10:00.000 GMT+0200,2854.955,2857.015,2854.835,2856.648,148980
05.02.2025 09:15:00.000 GMT+0200,2856.648,2857.105,2855.308,2856.965,288000
05.02.2025 09:20:00.000 GMT+0200,2856.955,2857.448,2856.375,2856.815,177810
05.02.2025 09:25:00.000 GMT+0200,2856.885,2858.255,2856.255,2857.975,228540
05.02.2025 09:30:00.000 GMT+0200,2857.975,2859.245,2857.965,2858.465,179190
05.02.2025 09:35:00.000 GMT+0200,2858.495,2859.205,2858.075,2858.335,133860
05.02.2025 09:40:00.000 GMT+0200,2858.355,2859.135,2857.415,2858.995,90120
05.02.2025 09:45:00.000 GMT+0200,2858.875,2860.795,2858.445,2860.385,163740
05.02.2025 09:50:00.000 GMT+0200,2860.365,2860.745,2859.615,2860.525,178380
05.02.2025 09:55:00.000 GMT+0200,2860.515,2864.075,2859.975,2863.985,168600
05.02.2025 10:00:00.000 GMT+0200,2863.945,2865.345,2863.655,2865.135,414390
05.02.2025 10:05:00.000 GMT+0200,2865.145,2865.165,2863.405,2863.735,329820
05.02.2025 10:10:00.000 GMT+0200,2863.745,2865.035,2863.655,2864.895,205860
05.02.2025 10:15:00.000 GMT+0200,2864.895,2865.888,2864.305,2864.995,143580
05.02.2025 10:20:00.000 GMT+0200,2865.075,2866.175,2864.645,2865.595,356640
05.02.2025 10:25:00.000 GMT+0200,2865.608,2866.405,2865.198,2865.305,324270
05.02.2025 10:30:00.000 GMT+0200,2865.295,2866.305,2864.445,2864.875,375630
05.02.2025 10:35:00.000 GMT+0200,2864.885,2866.445,2864.595,2866.195,238530
05.02.2025 10:40:00.000 GMT+0200,2866.165,2869.485,2865.475,2869.395,427770.01
05.02.2025 10:45:00.000 GMT+0200,2869.395,2869.465,2867.695,2867.788,401700
05.02.2025 10:50:00.000 GMT+0200,2867.755,2868.855,2867.605,2868.065,139020
05.02.2025 10:55:00.000 GMT+0200,2868.075,2869.355,2866.305,2867.345,195060
05.02.2025 11:00:00.000 GMT+0200,2867.315,2868.858,2866.995,2868.255,371730
05.02.2025 11:05:00.000 GMT+0200,2868.225,2868.235,2865.565,2865.575,264990
05.02.2025 11:10:00.000 GMT+0200,2865.575,2866.878,2865.305,2865.525,196020
05.02.2025 11:15:00.000 GMT+0200,2865.515,2866.665,2865.265,2865.415,169920
05.02.2025 11:20:00.000 GMT+0200,2865.355,2870.415,2865.335,2870.195,138150
05.02.2025 11:25:00.000 GMT+0200,2870.215,2870.265,2869.005,2869.185,183480
05.02.2025 11:30:00.000 GMT+0200,2869.175,2870.275,2869.135,2870.255,114540
05.02.2025 11:35:00.000 GMT+0200,2870.255,2870.255,2869.045,2869.605,76530
05.02.2025 11:40:00.000 GMT+0200,2869.585,2872.055,2869.218,2870.795,93090
05.02.2025 11:45:00.000 GMT+0200,2870.775,2871.815,2869.135,2869.225,242820
05.02.2025 11:50:00.000 GMT+0200,2869.175,2870.595,2869.115,2869.695,125430
05.02.2025 11:55:00.000 GMT+0200,2869.555,2870.415,2869.285,2870.075,197040
05.02.2025 12:00:00.000 GMT+0200,2870.115,2871.865,2869.555,2870.875,142470
05.02.2025 12:05:00.000 GMT+0200,2870.875,2871.638,2870.455,2870.655,259710
05.02.2025 12:10:00.000 GMT+0200,2870.675,2870.725,2869.395,2869.955,378180
05.02.2025 12:15:00.000 GMT+0200,2869.915,2871.815,2869.585,2871.425,277560
05.02.2025 12:20:00.000 GMT+0200,2871.425,2872.095,2871.235,2871.455,115290
05.02.2025 12:25:00.000 GMT+0200,2871.395,2871.995,2870.985,2871.825,86610
05.02.2025 12:30:00.000 GMT+0200,2871.825,2876.905,2871.205,2876.895,198660
05.02.2025 12:35:00.000 GMT+0200,2876.765,2876.895,2872.435,2872.505,534420.01
05.02.2025 12:40:00.000 GMT+0200,2872.465,2872.505,2870.285,2870.585,436560
05.02.2025 12:45:00.000 GMT+0200,2870.585,2871.125,2869.055,2869.688,370500.01
