<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.01.04	01:00:00	12893.90	12908.80	12873.90	12880.70	9185	0	0
2021.01.04	01:05:00	12880.80	12895.30	12879.30	12895.20	3395	0	0
2021.01.04	01:10:00	12894.70	12900.20	12892.80	12897.30	3355	0	0
2021.01.04	01:15:00	12896.90	12899.70	12889.80	12889.80	3735	0	0
2021.01.04	01:20:00	12889.90	12893.80	12884.20	12889.00	2955	0	0
2021.01.04	01:25:00	12889.20	12894.90	12889.20	12892.40	2675	0	0
2021.01.04	01:30:00	12893.30	12894.30	12887.70	12889.90	2185	0	0
2021.01.04	01:35:00	12889.80	12890.80	12879.00	12880.70	3245	0	0
2021.01.04	01:40:00	12880.50	12884.40	12873.70	12878.30	3095	0	0
2021.01.04	01:45:00	12878.20	12880.40	12865.80	12866.20	3735	0	0
2021.01.04	01:50:00	12866.30	12869.00	12857.70	12864.70	3575	0	0
2021.01.04	01:55:00	12864.20	12869.20	12859.90	12868.90	2065	0	0
2021.01.04	02:00:00	12869.70	12871.20	12848.80	12858.70	4775	0	0
2021.01.04	02:05:00	12859.30	12860.50	12851.30	12855.30	3655	0	0
2021.01.04	02:10:00	12855.30	12860.20	12854.90	12857.00	2175	0	0
2021.01.04	02:15:00	12857.40	12859.80	12846.70	12852.00	3715	0	0
2021.01.04	02:20:00	12852.30	12854.90	12848.30	12850.30	2555	0	0
2021.01.04	02:25:00	12850.50	12858.00	12849.70	12856.80	1665	0	0
2021.01.04	02:30:00	12856.90	12859.20	12846.70	12850.90	2725	0	0
2021.01.04	02:35:00	12851.20	12853.50	12839.80	12845.30	3805	0	0
2021.01.04	02:40:00	12846.00	12847.50	12837.40	12846.00	2435	0	0
2021.01.04	02:45:00	12845.90	12846.20	12834.20	12838.00	3225	0	0
2021.01.04	02:50:00	12838.20	12841.70	12836.90	12837.80	2125	0	0
2021.01.04	02:55:00	12838.00	12841.70	12830.20	12839.30	2875	0	0
2021.01.04	03:00:00	12838.70	12847.40	12838.70	12843.20	2615	0	0
2021.01.04	03:05:00	12843.00	12857.90	12842.20	12855.40	3175	0	0
2021.01.04	03:10:00	12855.50	12855.80	12850.00	12850.80	1905	0	0
2021.01.04	03:15:00	12850.70	12850.80	12843.90	12846.20	2325	0	0
2021.01.04	03:20:00	12846.30	12851.40	12844.80	12851.30	1865	0	0
2021.01.04	03:25:00	12851.70	12852.90	12846.20	12848.40	1895	0	0
2021.01.04	03:30:00	12848.50	12849.80	12840.40	12842.00	2655	0	0
2021.01.04	03:35:00	12841.90	12848.20	12841.00	12847.90	1665	0	0
2021.01.04	03:40:00	12847.70	12852.30	12847.00	12849.20	1885	0	0
2021.01.04	03:45:00	12849.30	12854.40	12847.00	12853.80	1735	0	0
2021.01.04	03:50:00	12854.00	12855.30	12851.70	12852.20	1445	0	0
2021.01.04	03:55:00	12852.30	12855.40	12851.00	12855.40	1435	0	0
2021.01.04	04:00:00	12855.50	12862.20	12855.40	12859.40	1955	0	0
2021.01.04	04:05:00	12859.30	12862.30	12858.90	12861.20	1435	0	0
2021.01.04	04:10:00	12861.30	12862.70	12858.90	12860.90	1455	0	0
2021.01.04	04:15:00	12861.50	12867.80	12861.40	12865.00	1885	0	0
2021.01.04	04:20:00	12865.20	12866.50	12863.90	12864.20	1485	0	0
2021.01.04	04:25:00	12864.30	12867.30	12863.90	12865.30	1085	0	0
2021.01.04	04:30:00	12865.20	12870.40	12865.20	12868.40	1265	0	0
2021.01.04	04:35:00	12868.50	12869.00	12859.20	12860.20	1835	0	0
2021.01.04	04:40:00	12859.90	12861.40	12858.80	12860.90	1085	0	0
2021.01.04	04:45:00	12860.70	12861.80	12858.90	12861.40	1135	0	0
2021.01.04	04:50:00	12861.30	12861.90	12859.70	12861.40	865	0	0
2021.01.04	04:55:00	12862.20	12864.20	12859.90	12863.90	1325	0	0
2021.01.04	05:00:00	12863.80	12864.70	12860.70	12862.30	1295	0	0
2021.01.04	05:05:00	12862.00	12868.40	12861.30	12868.20	1345	0	0
2021.01.04	05:10:00	12868.30	12870.20	12867.20	12869.70	1115	0	0
2021.01.04	05:15:00	12869.90	12872.50	12868.30	12870.20	1285	0	0
2021.01.04	05:20:00	12870.40	12873.70	12870.30	12873.00	1065	0	0
2021.01.04	05:25:00	12873.20	12877.70	12872.50	12876.20	1145	0	0
2021.01.04	05:30:00	12875.90	12877.90	12875.40	12877.50	1085	0	0
2021.01.04	05:35:00	12877.40	12878.00	12874.40	12877.20	885	0	0
2021.01.04	05:40:00	12877.70	12878.30	12874.40	12874.90	1165	0	0
2021.01.04	05:45:00	12874.90	12875.50	12873.20	12874.90	845	0	0
2021.01.04	05:50:00	12874.90	12875.90	12871.20	12872.00	1185	0	0
2021.01.04	05:55:00	12872.20	12876.70	12871.50	12875.40	1205	0	0
2021.01.04	06:00:00	12876.00	12879.70	12875.40	12878.40	1265	0	0
2021.01.04	06:05:00	12878.20	12879.70	12876.20	12878.20	955	0	0
2021.01.04	06:10:00	12878.00	12882.20	12877.90	12881.30	855	0	0
2021.01.04	06:15:00	12881.20	12882.20	12878.30	12879.00	1255	0	0
2021.01.04	06:20:00	12879.30	12879.70	12877.20	12877.80	905	0	0
2021.01.04	06:25:00	12877.90	12879.70	12877.50	12878.90	745	0	0
2021.01.04	06:30:00	12879.00	12880.50	12876.30	12877.20	825	0	0
2021.01.04	06:35:00	12877.30	12881.90	12876.20	12879.70	1495	0	0
2021.01.04	06:40:00	12879.50	12879.80	12878.40	12878.90	655	0	0
2021.01.04	06:45:00	12879.00	12879.90	12876.70	12879.20	1145	0	0
2021.01.04	06:50:00	12879.30	12879.40	12876.50	12877.40	935	0	0
2021.01.04	06:55:00	12877.70	12880.00	12876.80	12879.00	1045	0	0
2021.01.04	07:00:00	12877.70	12879.90	12876.20	12878.00	1305	0	0
2021.01.04	07:05:00	12877.90	12879.00	12876.30	12877.90	915	0	0
2021.01.04	07:10:00	12878.30	12879.40	12877.40	12879.20	805	0	0
2021.01.04	07:15:00	12878.90	12879.70	12875.20	12875.50	1415	0	0
2021.01.04	07:20:00	12875.70	12875.90	12868.50	12869.00	1855	0	0
2021.01.04	07:25:00	12869.30	12873.40	12869.30	12872.70	875	0	0
2021.01.04	07:30:00	12872.50	12872.80	12868.70	12870.20	1525	0	0
2021.01.04	07:35:00	12870.00	12870.50	12868.00	12869.50	1065	0	0
2021.01.04	07:40:00	12869.80	12869.80	12867.50	12868.50	995	0	0
2021.01.04	07:45:00	12868.30	12868.50	12862.80	12863.20	1375	0	0
2021.01.04	07:50:00	12863.40	12868.90	12863.20	12867.70	1375	0	0
2021.01.04	07:55:00	12867.70	12875.00	12867.70	12872.80	2315	0	0
2021.01.04	08:00:00	12872.90	12884.00	12872.90	12880.80	2545	0	0
2021.01.04	08:05:00	12880.70	12882.20	12876.70	12879.40	1815	0	0
2021.01.04	08:10:00	12879.30	12882.40	12878.00	12878.50	1115	0	0
2021.01.04	08:15:00	12879.40	12885.20	12879.40	12884.80	1565	0	0
2021.01.04	08:20:00	12885.00	12888.70	12884.40	12887.30	1145	0	0
2021.01.04	08:25:00	12887.30	12887.70	12883.40	12884.70	1495	0	0
2021.01.04	08:30:00	12885.00	12888.80	12884.20	12888.30	1295	0	0
2021.01.04	08:35:00	12888.30	12889.80	12886.00	12889.20	1115	0	0
2021.01.04	08:40:00	12889.40	12893.40	12889.30	12893.20	725	0	0
2021.01.04	08:45:00	12893.30	12899.80	12892.80	12897.80	1325	0	0
2021.01.04	08:50:00	12897.90	12898.20	12893.80	12894.40	1245	0	0
2021.01.04	08:55:00	12894.20	12897.90	12894.20	12895.30	885	0	0
2021.01.04	09:00:00	12895.40	12907.40	12895.40	12904.00	2735	0	0
2021.01.04	09:05:00	12903.70	12914.50	12903.30	12912.50	2875	0	0
2021.01.04	09:10:00	12912.70	12930.20	12912.40	12925.90	3605	0	0
2021.01.04	09:15:00	12927.80	12932.70	12924.20	12928.50	3235	0	0
2021.01.04	09:20:00	12928.20	12930.90	12923.30	12924.20	1745	0	0
2021.01.04	09:25:00	12923.90	12925.40	12921.70	12921.70	1325	0	0
2021.01.04	09:30:00	12922.30	12922.90	12918.30	12918.80	1315	0	0
2021.01.04	09:35:00	12918.70	12922.20	12913.40	12921.20	2015	0	0
2021.01.04	09:40:00	12921.00	12925.70	12920.20	12925.70	1065	0	0
2021.01.04	09:45:00	12925.50	12928.50	12923.70	12925.90	1475	0	0
2021.01.04	09:50:00	12925.90	12927.40	12921.70	12924.20	1865	0	0
2021.01.04	09:55:00	12923.90	12937.40	12923.80	12937.40	2425	0	0
2021.01.04	10:00:00	12937.70	12944.70	12933.90	12939.20	4605	0	0
2021.01.04	10:05:00	12939.40	12957.70	12939.20	12948.00	6445	0	0
2021.01.04	10:10:00	12948.50	12952.50	12947.90	12949.90	2405	0	0
2021.01.04	10:15:00	12950.20	12950.20	12944.70	12946.20	2325	0	0
2021.01.04	10:20:00	12946.50	12952.20	12944.40	12945.30	2355	0	0
2021.01.04	10:25:00	12945.30	12945.70	12935.20	12935.20	1765	0	0
2021.01.04	10:30:00	12935.40	12935.40	12929.30	12929.90	2155	0	0
2021.01.04	10:35:00	12929.80	12941.90	12927.90	12940.70	2115	0	0
2021.01.04	10:40:00	12940.00	12942.50	12935.90	12938.90	2245	0	0
2021.01.04	10:45:00	12938.80	12939.90	12935.70	12936.80	1685	0	0
2021.01.04	10:50:00	12936.80	12943.30	12936.20	12939.30	2045	0	0
2021.01.04	10:55:00	12939.80	12940.80	12936.30	12937.70	1465	0	0
2021.01.04	11:00:00	12936.70	12949.20	12936.00	12945.90	2675	0	0
2021.01.04	11:05:00	12946.20	12949.30	12944.50	12946.20	1695	0	0
2021.01.04	11:10:00	12946.40	12950.40	12946.40	12948.00	1225	0	0
2021.01.04	11:15:00	12948.20	12959.90	12948.00	12954.40	2685	0	0
2021.01.04	11:20:00	12954.30	12959.90	12953.70	12956.90	2255	0	0
2021.01.04	11:25:00	12956.80	12958.50	12955.40	12957.30	1345	0	0
2021.01.04	11:30:00	12958.50	12959.80	12956.20	12958.20	1825	0	0
2021.01.04	11:35:00	12958.00	12964.80	12957.90	12960.90	1745	0	0
2021.01.04	11:40:00	12961.20	12963.20	12959.20	12961.50	1725	0	0
2021.01.04	11:45:00	12961.40	12962.00	12954.20	12956.30	1815	0	0
2021.01.04	11:50:00	12956.30	12958.90	12952.00	12953.20	1545	0	0
2021.01.04	11:55:00	12953.40	12954.30	12951.90	12953.80	1305	0	0
2021.01.04	12:00:00	12953.90	12957.90	12953.00	12956.00	1495	0	0
2021.01.04	12:05:00	12955.90	12956.40	12952.80	12954.40	1345	0	0
2021.01.04	12:10:00	12954.50	12956.90	12950.30	12955.30	1565	0	0
2021.01.04	12:15:00	12955.40	12955.70	12944.30	12945.20	1735	0	0
2021.01.04	12:20:00	12945.00	12947.90	12944.90	12945.20	1405	0	0
2021.01.04	12:25:00	12945.20	12947.50	12937.70	12943.80	2425	0	0
2021.01.04	12:30:00	12942.90	12947.40	12942.40	12946.90	1095	0	0
2021.01.04	12:35:00	12946.70	12949.70	12945.00	12948.90	1585	0	0
2021.01.04	12:40:00	12948.30	12952.00	12947.40	12951.90	1705	0	0
2021.01.04	12:45:00	12952.00	12952.40	12949.80	12952.20	975	0	0
2021.01.04	12:50:00	12952.30	12952.50	12948.50	12949.40	1465	0	0
2021.01.04	12:55:00	12949.20	12950.50	12943.70	12945.00	1445	0	0
2021.01.04	13:00:00	12944.90	12948.40	12943.70	12946.40	1205	0	0
2021.01.04	13:05:00	12946.30	12951.90	12946.30	12948.20	1725	0	0
2021.01.04	13:10:00	12947.90	12950.70	12947.20	12948.50	1275	0	0
2021.01.04	13:15:00	12948.70	12949.80	12942.40	12946.50	1665	0	0
2021.01.04	13:20:00	12945.90	12945.90	12942.40	12944.90	1365	0	0
2021.01.04	13:25:00	12944.80	12946.30	12943.40	12945.20	1325	0	0
2021.01.04	13:30:00	12945.70	12948.70	12945.40	12948.40	1185	0	0
2021.01.04	13:35:00	12948.50	12950.70	12947.80	12949.00	1345	0	0
2021.01.04	13:40:00	12948.90	12954.40	12948.70	12953.20	1365	0	0
2021.01.04	13:45:00	12953.00	12954.40	12950.80	12952.20	1285	0	0
2021.01.04	13:50:00	12952.00	12953.70	12950.80	12951.20	1205	0	0
2021.01.04	13:55:00	12951.40	12951.40	12945.30	12945.70	1315	0	0
2021.01.04	14:00:00	12945.20	12946.70	12941.40	12942.90	1795	0	0
2021.01.04	14:05:00	12942.90	12942.90	12939.70	12941.20	1505	0	0
2021.01.04	14:10:00	12941.20	12943.00	12940.70	12942.90	865	0	0
2021.01.04	14:15:00	12942.40	12944.70	12941.70	12942.90	1215	0	0
2021.01.04	14:20:00	12943.00	12944.80	12942.90	12944.40	845	0	0
2021.01.04	14:25:00	12944.30	12944.80	12942.50	12944.50	1075	0	0
2021.01.04	14:30:00	12944.30	12946.30	12943.20	12945.70	1045	0	0
2021.01.04	14:35:00	12945.50	12949.50	12945.40	12948.50	1285	0	0
2021.01.04	14:40:00	12948.70	12950.80	12948.30	12949.50	925	0	0
2021.01.04	14:45:00	12949.80	12949.90	12941.50	12947.40	1625	0	0
2021.01.04	14:50:00	12947.80	12953.90	12947.80	12953.40	1515	0	0
2021.01.04	14:55:00	12953.40	12957.90	12953.40	12957.50	1605	0	0
2021.01.04	15:00:00	12957.70	12958.70	12952.80	12953.40	2215	0	0
2021.01.04	15:05:00	12954.40	12954.40	12949.50	12953.70	1585	0	0
2021.01.04	15:10:00	12953.70	12956.00	12953.00	12953.20	1185	0	0
2021.01.04	15:15:00	12953.30	12954.80	12950.90	12954.50	1415	0	0
2021.01.04	15:20:00	12954.80	12956.00	12950.90	12952.20	1785	0	0
2021.01.04	15:25:00	12952.20	12953.00	12946.50	12948.00	1955	0	0
2021.01.04	15:30:00	12948.20	12950.70	12947.40	12950.70	1285	0	0
2021.01.04	15:35:00	12950.50	12955.00	12948.00	12950.50	2235	0	0
2021.01.04	15:40:00	12950.70	12957.50	12950.70	12956.20	1495	0	0
2021.01.04	15:45:00	12956.20	12956.40	12943.40	12951.20	2835	0	0
2021.01.04	15:50:00	12951.00	12953.40	12948.20	12949.90	1725	0	0
2021.01.04	15:55:00	12950.00	12950.20	12944.80	12946.70	1775	0	0
2021.01.04	16:00:00	12946.80	12948.70	12945.50	12946.40	1585	0	0
2021.01.04	16:05:00	12946.40	12947.00	12939.80	12943.40	2345	0	0
2021.01.04	16:10:00	12943.30	12943.30	12938.90	12942.20	1805	0	0
2021.01.04	16:15:00	12941.90	12941.90	12936.00	12939.20	1315	0	0
2021.01.04	16:20:00	12939.30	12941.50	12937.30	12939.70	1765	0	0
2021.01.04	16:25:00	12939.90	12942.30	12932.90	12939.50	2945	0	0
2021.01.04	16:30:00	12939.00	12946.00	12901.70	12908.90	9195	0	0
2021.01.04	16:35:00	12909.70	12909.70	12877.40	12877.40	7545	0	0
2021.01.04	16:40:00	12875.20	12897.20	12863.90	12895.80	9945	0	0
2021.01.04	16:45:00	12895.90	12915.00	12890.80	12913.20	8775	0	0
2021.01.04	16:50:00	12912.90	12912.90	12876.80	12895.70	9405	0	0
2021.01.04	16:55:00	12896.20	12906.90	12880.30	12883.50	7775	0	0
2021.01.04	17:00:00	12884.80	12894.50	12873.40	12878.30	8445	0	0
2021.01.04	17:05:00	12878.70	12895.70	12869.40	12874.20	7665	0	0
2021.01.04	17:10:00	12874.40	12878.50	12851.80	12862.50	6765	0	0
2021.01.04	17:15:00	12862.80	12879.30	12856.80	12870.90	7295	0	0
2021.01.04	17:20:00	12871.70	12887.40	12865.50	12880.30	5645	0	0
2021.01.04	17:25:00	12879.80	12888.40	12872.20	12884.70	6295	0	0
2021.01.04	17:30:00	12885.20	12892.90	12862.80	12868.00	9275	0	0
2021.01.04	17:35:00	12868.30	12876.30	12863.90	12874.00	6255	0	0
2021.01.04	17:40:00	12873.70	12888.00	12869.70	12873.70	6515	0	0
2021.01.04	17:45:00	12873.70	12873.70	12819.40	12825.30	11655	0	0
2021.01.04	17:50:00	12825.30	12830.20	12792.40	12799.90	9245	0	0
2021.01.04	17:55:00	12799.70	12806.40	12767.40	12767.40	10435	0	0
2021.01.04	18:00:00	12767.70	12788.20	12718.00	12729.70	14435	0	0
2021.01.04	18:05:00	12730.40	12744.70	12693.50	12708.40	15235	0	0
2021.01.04	18:10:00	12710.20	12742.20	12687.80	12740.50	12515	0	0
2021.01.04	18:15:00	12737.90	12742.50	12718.90	12741.20	9305	0	0
2021.01.04	18:20:00	12740.40	12742.80	12712.90	12714.70	11195	0	0
2021.01.04	18:25:00	12714.70	12736.40	12707.80	12727.70	9395	0	0
2021.01.04	18:30:00	12726.20	12729.50	12695.30	12717.20	12555	0	0
2021.01.04	18:35:00	12717.90	12720.70	12695.50	12711.70	11095	0	0
2021.01.04	18:40:00	12709.40	12710.90	12691.90	12699.90	7995	0	0
2021.01.04	18:45:00	12700.40	12706.00	12692.90	12697.90	6815	0	0
2021.01.04	18:50:00	12697.70	12704.20	12666.40	12668.30	9385	0	0
2021.01.04	18:55:00	12668.40	12672.80	12641.50	12642.70	9685	0	0
2021.01.04	19:00:00	12642.90	12656.20	12614.80	12618.00	14055	0	0
2021.01.04	19:05:00	12620.20	12632.70	12577.00	12581.80	8745	0	0
2021.01.04	19:10:00	12581.70	12589.50	12541.80	12551.70	15195	0	0
2021.01.04	19:15:00	12551.70	12585.20	12528.70	12580.40	14815	0	0
2021.01.04	19:20:00	12580.50	12612.20	12564.90	12607.00	10255	0	0
2021.01.04	19:25:00	12606.70	12607.20	12588.50	12603.90	9345	0	0
2021.01.04	19:30:00	12603.70	12603.70	12572.40	12596.80	12125	0	0
2021.01.04	19:35:00	12596.90	12602.20	12566.90	12578.80	8775	0	0
2021.01.04	19:40:00	12578.50	12581.20	12559.40	12571.50	8265	0	0
2021.01.04	19:45:00	12571.40	12571.40	12548.20	12557.20	8655	0	0
2021.01.04	19:50:00	12557.30	12593.40	12550.00	12592.40	8595	0	0
2021.01.04	19:55:00	12592.90	12611.40	12592.40	12602.40	6205	0	0
2021.01.04	20:00:00	12602.90	12614.70	12597.50	12608.00	6835	0	0
2021.01.04	20:05:00	12608.20	12611.40	12590.90	12609.20	6935	0	0
2021.01.04	20:10:00	12609.70	12629.20	12607.90	12625.80	4775	0	0
2021.01.04	20:15:00	12626.00	12637.30	12622.30	12630.90	3965	0	0
2021.01.04	20:20:00	12630.70	12652.00	12629.80	12650.70	3985	0	0
2021.01.04	20:25:00	12650.70	12665.00	12649.80	12659.90	4195	0	0
2021.01.04	20:30:00	12659.00	12660.50	12637.90	12640.40	7025	0	0
2021.01.04	20:35:00	12640.50	12661.40	12640.20	12654.70	5795	0	0
2021.01.04	20:40:00	12654.40	12669.70	12654.40	12660.70	4935	0	0
2021.01.04	20:45:00	12662.00	12667.50	12659.40	12666.70	4235	0	0
2021.01.04	20:50:00	12667.20	12682.00	12662.20	12681.80	4045	0	0
2021.01.04	20:55:00	12682.00	12682.70	12675.30	12679.20	3975	0	0
2021.01.04	21:00:00	12678.90	12682.20	12668.70	12675.70	4995	0	0
2021.01.04	21:05:00	12675.90	12676.70	12647.00	12647.20	6085	0	0
2021.01.04	21:10:00	12647.40	12662.70	12633.40	12659.90	7795	0	0
2021.01.04	21:15:00	12660.00	12670.50	12651.40	12661.40	6155	0	0
2021.01.04	21:20:00	12659.90	12668.40	12647.20	12665.90	6675	0	0
2021.01.04	21:25:00	12665.70	12665.70	12647.40	12652.80	6475	0	0
2021.01.04	21:30:00	12652.80	12655.50	12639.90	12642.90	7455	0	0
2021.01.04	21:35:00	12643.20	12658.80	12638.20	12651.70	6385	0	0
2021.01.04	21:40:00	12651.70	12653.00	12640.00	12642.80	4505	0	0
2021.01.04	21:45:00	12642.70	12644.70	12623.50	12624.20	5405	0	0
2021.01.04	21:50:00	12623.90	12628.20	12612.90	12618.30	7005	0	0
2021.01.04	21:55:00	12618.20	12674.90	12615.90	12670.70	10685	0	0
2021.01.04	22:00:00	12670.40	12677.40	12645.80	12647.80	9305	0	0
2021.01.04	22:05:00	12647.70	12673.90	12646.70	12657.90	8005	0	0
2021.01.04	22:10:00	12658.40	12678.00	12657.70	12673.70	6135	0	0
2021.01.04	22:15:00	12673.40	12674.90	12647.70	12655.20	7285	0	0
2021.01.04	22:20:00	12655.20	12657.40	12641.20	12650.20	6115	0	0
2021.01.04	22:25:00	12648.70	12661.00	12642.00	12656.40	6985	0	0
2021.01.04	22:30:00	12655.90	12674.30	12637.20	12668.50	8795	0	0
2021.01.04	22:35:00	12668.90	12687.50	12664.90	12684.40	6175	0	0
2021.01.04	22:40:00	12684.90	12692.20	12674.70	12688.20	6315	0	0
2021.01.04	22:45:00	12687.90	12703.90	12687.80	12703.70	5035	0	0
2021.01.04	22:50:00	12703.00	12713.90	12693.40	12694.70	8895	0	0
2021.01.04	22:55:00	12694.20	12699.50	12678.70	12698.30	8805	0	0
2021.01.04	23:00:00	12694.30	12703.40	12692.40	12696.70	4615	0	0
2021.01.04	23:05:00	12697.90	12699.20	12690.00	12690.20	2535	0	0
2021.01.04	23:10:00	12690.80	12692.80	12675.90	12682.70	4325	0	0
2021.01.04	23:30:00	12682.10	12696.40	12680.90	12695.50	2435	0	0
2021.01.04	23:35:00	12695.40	12695.40	12689.80	12692.80	2195	0	0
2021.01.04	23:40:00	12693.00	12695.90	12689.50	12690.30	1615	0	0
2021.01.04	23:45:00	12690.30	12690.50	12688.00	12690.20	1275	0	0
2021.01.04	23:50:00	12690.00	12694.20	12689.50	12693.20	1165	0	0
2021.01.04	23:55:00	12693.30	12696.40	12693.30	12693.80	1445	0	0
2021.01.05	01:00:00	12691.30	12692.80	12665.50	12667.30	5795	0	0
2021.01.05	01:05:00	12668.30	12675.20	12666.90	12672.90	2505	0	0
2021.01.05	01:10:00	12672.80	12682.70	12672.80	12681.20	1845	0	0
2021.01.05	01:15:00	12681.00	12689.00	12680.30	12685.30	1925	0	0
2021.01.05	01:20:00	12684.90	12690.80	12683.00	12685.90	2555	0	0
2021.01.05	01:25:00	12686.70	12686.80	12670.80	12673.20	3645	0	0
2021.01.05	01:30:00	12673.30	12687.20	12673.30	12685.00	3135	0	0
2021.01.05	01:35:00	12684.70	12685.40	12679.00	12679.00	1825	0	0
2021.01.05	01:40:00	12678.90	12682.20	12673.20	12674.20	2285	0	0
2021.01.05	01:45:00	12673.50	12683.80	12671.30	12681.30	3105	0	0
2021.01.05	01:50:00	12681.40	12682.50	12674.80	12675.50	1755	0	0
2021.01.05	01:55:00	12675.30	12680.20	12672.90	12680.20	2165	0	0
2021.01.05	02:00:00	12679.80	12688.70	12676.30	12684.90	4945	0	0
2021.01.05	02:05:00	12684.90	12697.00	12682.50	12695.00	2735	0	0
2021.01.05	02:10:00	12695.40	12697.20	12685.80	12686.00	2375	0	0
2021.01.05	02:15:00	12686.00	12690.40	12684.70	12688.90	1865	0	0
2021.01.05	02:20:00	12688.50	12692.30	12687.50	12688.20	1785	0	0
2021.01.05	02:25:00	12688.00	12694.80	12687.50	12694.00	1835	0	0
2021.01.05	02:30:00	12693.90	12695.30	12688.80	12690.40	1805	0	0
2021.01.05	02:35:00	12690.50	12691.80	12687.90	12690.80	1425	0	0
2021.01.05	02:40:00	12690.80	12693.80	12690.40	12693.30	1145	0	0
2021.01.05	02:45:00	12693.00	12699.20	12692.90	12699.20	1585	0	0
2021.01.05	02:50:00	12698.90	12702.00	12696.70	12699.50	1855	0	0
2021.01.05	02:55:00	12699.80	12700.30	12698.00	12698.50	1035	0	0
2021.01.05	03:00:00	12698.50	12706.90	12697.80	12703.70	1905	0	0
2021.01.05	03:05:00	12703.80	12709.90	12703.00	12708.80	1955	0	0
2021.01.05	03:10:00	12708.80	12721.00	12708.80	12717.90	2735	0	0
2021.01.05	03:15:00	12717.70	12727.00	12717.70	12726.30	2405	0	0
2021.01.05	03:20:00	12726.50	12726.50	12716.40	12716.70	2075	0	0
2021.01.05	03:25:00	12716.80	12720.70	12715.20	12718.90	2175	0	0
2021.01.05	03:30:00	12718.80	12722.30	12716.70	12718.80	2515	0	0
2021.01.05	03:35:00	12719.20	12721.80	12717.30	12718.90	1495	0	0
2021.01.05	03:40:00	12718.80	12720.90	12716.50	12717.80	1365	0	0
2021.01.05	03:45:00	12717.80	12723.90	12713.70	12722.30	2665	0	0
2021.01.05	03:50:00	12722.30	12722.90	12717.00	12717.80	1585	0	0
2021.01.05	03:55:00	12717.90	12719.00	12712.90	12717.90	1785	0	0
2021.01.05	04:00:00	12718.00	12723.50	12717.80	12719.00	2075	0	0
2021.01.05	04:05:00	12719.30	12719.40	12716.40	12717.40	1395	0	0
2021.01.05	04:10:00	12717.80	12720.90	12717.40	12720.50	1395	0	0
2021.01.05	04:15:00	12720.50	12720.80	12715.00	12716.00	2025	0	0
2021.01.05	04:20:00	12715.80	12716.80	12714.40	12716.20	1085	0	0
2021.01.05	04:25:00	12716.30	12719.70	12715.00	12718.80	1585	0	0
2021.01.05	04:30:00	12718.90	12722.40	12717.90	12719.40	1475	0	0
2021.01.05	04:35:00	12719.70	12722.90	12719.20	12722.70	1255	0	0
2021.01.05	04:40:00	12722.80	12725.80	12720.80	12725.80	1055	0	0
2021.01.05	04:45:00	12725.50	12726.50	12722.70	12724.00	1145	0	0
2021.01.05	04:50:00	12723.90	12725.40	12721.20	12725.20	1445	0	0
2021.01.05	04:55:00	12725.40	12728.80	12723.90	12724.00	1335	0	0
2021.01.05	05:00:00	12724.20	12725.50	12722.90	12723.30	1055	0	0
2021.01.05	05:05:00	12723.40	12726.90	12723.00	12726.40	835	0	0
2021.01.05	05:10:00	12726.30	12730.90	12725.70	12728.20	1385	0	0
2021.01.05	05:15:00	12728.30	12728.30	12725.80	12727.30	895	0	0
2021.01.05	05:20:00	12727.40	12731.20	12727.20	12729.00	1185	0	0
2021.01.05	05:25:00	12729.20	12729.90	12728.00	12729.30	825	0	0
2021.01.05	05:30:00	12729.20	12732.00	12728.50	12728.50	925	0	0
2021.01.05	05:35:00	12728.40	12728.50	12721.30	12722.00	1295	0	0
2021.01.05	05:40:00	12721.90	12721.90	12698.00	12711.00	4865	0	0
2021.01.05	05:45:00	12711.30	12711.30	12689.90	12694.70	5655	0	0
2021.01.05	05:50:00	12695.20	12701.20	12694.70	12695.70	3255	0	0
2021.01.05	05:55:00	12696.00	12700.20	12683.40	12693.70	4745	0	0
2021.01.05	06:00:00	12693.30	12697.90	12691.00	12691.20	2275	0	0
2021.01.05	06:05:00	12690.50	12690.80	12681.00	12682.30	2795	0	0
2021.01.05	06:10:00	12681.70	12687.00	12673.30	12681.50	3705	0	0
2021.01.05	06:15:00	12681.20	12682.70	12667.20	12680.00	3825	0	0
2021.01.05	06:20:00	12680.30	12681.30	12676.70	12679.00	2215	0	0
2021.01.05	06:25:00	12678.90	12682.30	12678.00	12681.90	1785	0	0
2021.01.05	06:30:00	12683.70	12690.90	12681.90	12685.80	2305	0	0
2021.01.05	06:35:00	12686.00	12691.80	12685.30	12687.90	1855	0	0
2021.01.05	06:40:00	12688.00	12688.30	12682.50	12683.80	1515	0	0
2021.01.05	06:45:00	12683.90	12687.80	12683.40	12687.30	1705	0	0
2021.01.05	06:50:00	12687.00	12688.30	12683.30	12686.80	1575	0	0
2021.01.05	06:55:00	12686.30	12686.80	12678.30	12681.40	2035	0	0
2021.01.05	07:00:00	12682.00	12687.50	12680.80	12686.20	1675	0	0
2021.01.05	07:05:00	12686.00	12700.20	12684.90	12693.30	3425	0	0
2021.01.05	07:10:00	12693.00	12696.20	12692.40	12695.50	1505	0	0
2021.01.05	07:15:00	12695.80	12696.20	12690.20	12694.80	1975	0	0
