<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.03	03:50:00	16404.70	16408.10	16403.80	16406.60	2055	0	0
2022.01.03	03:55:00	16406.70	16407.70	16399.50	16402.10	2465	0	0
2022.01.03	04:00:00	16401.60	16405.90	16395.20	16396.90	3995	0	0
2022.01.03	04:05:00	16397.20	16399.00	16392.90	16397.00	3815	0	0
2022.01.03	04:10:00	16397.10	16403.70	16395.20	16403.70	2055	0	0
2022.01.03	04:15:00	16403.50	16403.80	16400.20	16400.30	1565	0	0
2022.01.03	04:20:00	16400.20	16402.00	16398.00	16400.00	2155	0	0
2022.01.03	04:25:00	16400.10	16401.60	16398.20	16400.20	1925	0	0
2022.01.03	04:30:00	16400.30	16408.70	16399.20	16408.70	2195	0	0
2022.01.03	04:35:00	16408.30	16412.50	16403.60	16403.60	1925	0	0
2022.01.03	04:40:00	16403.70	16410.80	16403.50	16409.30	1865	0	0
2022.01.03	04:45:00	16409.10	16412.70	16407.30	16408.00	1735	0	0
2022.01.03	04:50:00	16408.10	16409.90	16405.60	16409.20	2025	0	0
2022.01.03	04:55:00	16409.50	16415.70	16408.90	16415.50	1705	0	0
2022.01.03	05:00:00	16415.20	16417.20	16411.50	16412.60	1815	0	0
2022.01.03	05:05:00	16412.50	16413.00	16408.50	16408.80	2195	0	0
2022.01.03	05:10:00	16408.90	16410.50	16402.50	16404.90	2125	0	0
2022.01.03	05:15:00	16405.00	16406.00	16401.00	16403.80	1895	0	0
2022.01.03	05:20:00	16403.90	16406.10	16401.30	16403.40	1815	0	0
2022.01.03	05:25:00	16403.20	16409.40	16402.90	16408.10	1745	0	0
2022.01.03	05:30:00	16408.00	16410.10	16405.50	16406.60	1175	0	0
2022.01.03	05:35:00	16406.50	16406.80	16402.00	16402.80	1375	0	0
2022.01.03	05:40:00	16402.50	16406.00	16399.80	16406.00	1765	0	0
2022.01.03	05:45:00	16405.80	16407.00	16403.40	16406.30	1075	0	0
2022.01.03	05:50:00	16406.80	16407.80	16404.20	16405.00	1085	0	0
2022.01.03	05:55:00	16404.70	16406.50	16402.30	16406.20	1655	0	0
2022.01.03	06:00:00	16406.50	16406.90	16402.00	16403.20	1605	0	0
2022.01.03	06:05:00	16403.30	16407.20	16403.30	16405.60	1525	0	0
2022.01.03	06:10:00	16405.50	16405.60	16403.00	16403.00	965	0	0
2022.01.03	06:15:00	16402.90	16406.50	16402.70	16406.10	965	0	0
2022.01.03	06:20:00	16405.70	16406.60	16403.10	16404.50	1135	0	0
2022.01.03	06:25:00	16404.60	16406.50	16403.30	16404.90	815	0	0
2022.01.03	06:30:00	16405.90	16406.00	16404.30	16406.00	705	0	0
2022.01.03	06:35:00	16405.90	16406.50	16404.80	16405.60	705	0	0
2022.01.03	06:40:00	16405.50	16406.90	16404.50	16406.40	865	0	0
2022.01.03	06:45:00	16406.30	16406.50	16403.90	16404.90	975	0	0
2022.01.03	06:50:00	16405.30	16407.00	16404.20	16406.40	805	0	0
2022.01.03	06:55:00	16405.90	16409.70	16405.00	16409.70	1535	0	0
2022.01.03	07:00:00	16409.90	16410.70	16407.00	16410.70	1485	0	0
2022.01.03	07:05:00	16411.00	16411.10	16406.50	16407.10	1035	0	0
2022.01.03	07:10:00	16407.60	16407.60	16401.60	16406.30	1395	0	0
2022.01.03	07:15:00	16406.20	16408.90	16403.90	16408.40	955	0	0
2022.01.03	07:20:00	16408.50	16408.70	16406.40	16407.90	845	0	0
2022.01.03	07:25:00	16408.10	16408.30	16404.60	16406.90	1195	0	0
2022.01.03	07:30:00	16406.80	16408.40	16404.60	16408.40	1205	0	0
2022.01.03	07:35:00	16408.30	16410.20	16406.60	16407.90	1295	0	0
2022.01.03	07:40:00	16407.70	16412.90	16407.70	16411.50	1135	0	0
2022.01.03	07:45:00	16411.30	16411.50	16409.00	16410.30	1015	0	0
2022.01.03	07:50:00	16409.80	16409.90	16406.80	16408.70	795	0	0
2022.01.03	07:55:00	16408.90	16410.30	16406.50	16406.70	1565	0	0
2022.01.03	08:00:00	16407.00	16411.70	16406.50	16411.30	1715	0	0
2022.01.03	08:05:00	16411.50	16411.50	16400.70	16402.90	2415	0	0
2022.01.03	08:10:00	16403.20	16403.20	16391.80	16395.70	3885	0	0
2022.01.03	08:15:00	16396.10	16398.60	16391.10	16395.70	2225	0	0
2022.01.03	08:20:00	16395.30	16402.30	16394.20	16399.30	2305	0	0
2022.01.03	08:25:00	16399.40	16402.20	16397.90	16400.80	1555	0	0
2022.01.03	08:30:00	16400.70	16404.00	16390.80	16396.40	3845	0	0
2022.01.03	08:35:00	16396.50	16397.20	16384.40	16390.00	3655	0	0
2022.01.03	08:40:00	16390.70	16396.70	16386.40	16394.30	2265	0	0
2022.01.03	08:45:00	16394.20	16395.80	16390.10	16393.90	1945	0	0
2022.01.03	08:50:00	16393.80	16396.40	16392.80	16395.80	1755	0	0
2022.01.03	08:55:00	16396.30	16400.90	16395.80	16398.50	1715	0	0
2022.01.03	09:00:00	16398.10	16399.60	16391.50	16393.80	3085	0	0
2022.01.03	09:05:00	16393.60	16396.90	16391.00	16392.10	2145	0	0
2022.01.03	09:10:00	16392.40	16392.40	16386.30	16388.30	2135	0	0
2022.01.03	09:15:00	16388.20	16390.20	16382.90	16389.00	3085	0	0
2022.01.03	09:20:00	16389.20	16390.50	16386.90	16389.10	1425	0	0
2022.01.03	09:25:00	16389.40	16393.70	16385.60	16389.90	2315	0	0
2022.01.03	09:30:00	16390.20	16391.60	16386.90	16388.70	1485	0	0
2022.01.03	09:35:00	16388.50	16388.70	16384.20	16384.90	1555	0	0
2022.01.03	09:40:00	16385.00	16391.00	16384.40	16391.00	1535	0	0
2022.01.03	09:45:00	16390.60	16393.10	16390.20	16393.00	1655	0	0
2022.01.03	09:50:00	16392.70	16396.30	16389.30	16395.60	1485	0	0
2022.01.03	09:55:00	16395.40	16402.00	16395.10	16398.80	2155	0	0
2022.01.03	10:00:00	16398.40	16403.00	16396.50	16396.50	3445	0	0
2022.01.03	10:05:00	16397.20	16399.50	16393.40	16393.80	2915	0	0
2022.01.03	10:10:00	16394.90	16402.50	16392.90	16402.40	2665	0	0
2022.01.03	10:15:00	16402.00	16409.20	16400.90	16402.90	3045	0	0
2022.01.03	10:20:00	16402.80	16409.60	16402.10	16407.70	2865	0	0
2022.01.03	10:25:00	16407.90	16408.00	16403.50	16406.10	2085	0	0
2022.01.03	10:30:00	16406.40	16407.20	16402.90	16404.20	1685	0	0
2022.01.03	10:35:00	16404.30	16408.00	16403.80	16406.30	1765	0	0
2022.01.03	10:40:00	16406.10	16408.70	16403.90	16406.00	1955	0	0
2022.01.03	10:45:00	16406.40	16406.40	16400.00	16400.90	1685	0	0
2022.01.03	10:50:00	16401.40	16401.50	16389.60	16391.20	3415	0	0
2022.01.03	10:55:00	16391.10	16394.80	16386.40	16388.00	2975	0	0
2022.01.03	11:00:00	16388.40	16397.90	16388.40	16397.40	2305	0	0
2022.01.03	11:05:00	16397.30	16398.10	16391.40	16396.20	2635	0	0
2022.01.03	11:10:00	16395.80	16405.10	16395.80	16404.00	2435	0	0
2022.01.03	11:15:00	16403.50	16405.40	16393.70	16394.90	3005	0	0
2022.01.03	11:20:00	16395.00	16401.40	16394.40	16401.00	1745	0	0
2022.01.03	11:25:00	16401.10	16402.10	16396.70	16397.90	1915	0	0
2022.01.03	11:30:00	16397.70	16400.00	16392.50	16398.00	2395	0	0
2022.01.03	11:35:00	16398.40	16400.00	16396.30	16397.20	1675	0	0
2022.01.03	11:40:00	16396.90	16400.20	16396.50	16399.70	1815	0	0
2022.01.03	11:45:00	16399.50	16404.10	16399.50	16404.00	1355	0	0
2022.01.03	11:50:00	16403.50	16409.10	16403.00	16407.30	1715	0	0
2022.01.03	11:55:00	16407.40	16412.80	16405.10	16412.00	2305	0	0
2022.01.03	12:00:00	16412.10	16414.60	16408.80	16408.80	1775	0	0
2022.01.03	12:05:00	16408.90	16411.70	16408.70	16410.60	1355	0	0
2022.01.03	12:10:00	16410.40	16418.80	16410.40	16418.80	1685	0	0
2022.01.03	12:15:00	16418.90	16422.30	16417.20	16418.90	2085	0	0
2022.01.03	12:20:00	16419.00	16427.20	16418.50	16422.10	2095	0	0
2022.01.03	12:25:00	16422.20	16427.70	16422.20	16426.10	2535	0	0
2022.01.03	12:30:00	16426.40	16427.20	16422.40	16424.70	2355	0	0
2022.01.03	12:35:00	16424.50	16426.50	16421.90	16425.50	1955	0	0
2022.01.03	12:40:00	16425.00	16425.40	16421.60	16425.40	1235	0	0
2022.01.03	12:45:00	16425.40	16425.40	16422.00	16424.00	1415	0	0
2022.01.03	12:50:00	16423.70	16424.40	16421.70	16423.50	1555	0	0
2022.01.03	12:55:00	16423.40	16428.50	16422.50	16426.50	1675	0	0
2022.01.03	13:00:00	16426.40	16440.40	16426.10	16437.10	4355	0	0
2022.01.03	13:05:00	16437.20	16444.00	16436.20	16441.60	2205	0	0
2022.01.03	13:10:00	16441.70	16457.70	16441.00	16441.00	4545	0	0
2022.01.03	13:15:00	16440.90	16443.20	16438.50	16442.50	1735	0	0
2022.01.03	13:20:00	16443.00	16450.00	16442.90	16447.00	1675	0	0
2022.01.03	13:25:00	16447.10	16449.30	16441.90	16443.40	2045	0	0
2022.01.03	13:30:00	16443.60	16448.80	16443.40	16447.00	1755	0	0
2022.01.03	13:35:00	16446.80	16451.80	16444.10	16450.20	1655	0	0
2022.01.03	13:40:00	16450.50	16450.70	16444.10	16445.90	2075	0	0
2022.01.03	13:45:00	16446.30	16446.30	16442.10	16445.60	1865	0	0
2022.01.03	13:50:00	16445.90	16450.10	16443.50	16448.90	1625	0	0
2022.01.03	13:55:00	16449.00	16453.40	16446.50	16450.10	2385	0	0
2022.01.03	14:00:00	16450.30	16450.30	16440.30	16443.10	2455	0	0
2022.01.03	14:05:00	16442.80	16443.60	16434.80	16434.90	2245	0	0
2022.01.03	14:10:00	16435.00	16442.40	16434.80	16439.40	2455	0	0
2022.01.03	14:15:00	16439.60	16442.40	16437.90	16440.50	1845	0	0
2022.01.03	14:20:00	16440.40	16442.90	16435.20	16435.50	2005	0	0
2022.01.03	14:25:00	16435.40	16440.40	16432.70	16436.50	2745	0	0
2022.01.03	14:30:00	16436.80	16437.50	16430.30	16435.80	2705	0	0
2022.01.03	14:35:00	16435.50	16438.30	16431.40	16438.00	2005	0	0
2022.01.03	14:40:00	16437.30	16442.30	16435.90	16435.90	2265	0	0
2022.01.03	14:45:00	16436.00	16437.50	16427.50	16433.30	3445	0	0
2022.01.03	14:50:00	16433.40	16434.80	16430.20	16431.30	2535	0	0
2022.01.03	14:55:00	16431.20	16432.20	16428.30	16430.70	1785	0	0
2022.01.03	15:00:00	16430.00	16437.70	16428.50	16436.60	2625	0	0
2022.01.03	15:05:00	16437.30	16437.80	16432.90	16436.70	2315	0	0
2022.01.03	15:10:00	16436.60	16442.30	16436.60	16440.40	2305	0	0
2022.01.03	15:15:00	16440.80	16442.60	16435.70	16438.20	2625	0	0
2022.01.03	15:20:00	16438.10	16438.40	16433.80	16436.40	2355	0	0
2022.01.03	15:25:00	16436.30	16436.90	16428.30	16430.70	3015	0	0
2022.01.03	15:30:00	16430.60	16432.70	16418.40	16419.00	3155	0	0
2022.01.03	15:35:00	16418.90	16424.00	16415.40	16420.00	2545	0	0
2022.01.03	15:40:00	16419.90	16420.60	16412.00	16417.70	2725	0	0
2022.01.03	15:45:00	16417.40	16424.50	16417.40	16424.10	2395	0	0
2022.01.03	15:50:00	16423.80	16432.30	16413.20	16415.00	5105	0	0
2022.01.03	15:55:00	16415.20	16419.40	16383.50	16386.70	6515	0	0
2022.01.03	16:00:00	16387.00	16387.30	16370.90	16380.90	8445	0	0
2022.01.03	16:05:00	16381.00	16392.00	16373.90	16391.20	4995	0	0
2022.01.03	16:10:00	16391.30	16394.80	16381.30	16389.00	3925	0	0
2022.01.03	16:15:00	16388.80	16397.30	16377.40	16397.00	4725	0	0
2022.01.03	16:20:00	16397.00	16398.10	16386.50	16394.70	4085	0	0
2022.01.03	16:25:00	16393.20	16396.40	16376.10	16383.00	4695	0	0
2022.01.03	16:30:00	16382.30	16448.60	16379.80	16438.60	19305	0	0
2022.01.03	16:35:00	16439.10	16484.60	16426.20	16464.60	15195	0	0
2022.01.03	16:40:00	16465.30	16473.00	16429.40	16441.40	12945	0	0
2022.01.03	16:45:00	16443.40	16450.40	16332.60	16349.10	20315	0	0
2022.01.03	16:50:00	16349.80	16352.50	16299.20	16313.50	25035	0	0
2022.01.03	16:55:00	16313.70	16343.20	16294.40	16319.50	16945	0	0
2022.01.03	17:00:00	16320.20	16377.00	16308.10	16367.30	18495	0	0
2022.01.03	17:05:00	16368.00	16376.80	16341.70	16361.60	16375	0	0
2022.01.03	17:10:00	16361.70	16396.40	16346.30	16391.10	14565	0	0
2022.01.03	17:15:00	16390.80	16409.40	16380.50	16393.50	11305	0	0
2022.01.03	17:20:00	16393.50	16394.30	16355.50	16394.20	13195	0	0
2022.01.03	17:25:00	16394.10	16431.70	16385.40	16424.60	14285	0	0
2022.01.03	17:30:00	16425.20	16426.10	16394.40	16415.70	14655	0	0
2022.01.03	17:35:00	16414.90	16424.90	16396.30	16403.20	12845	0	0
2022.01.03	17:40:00	16402.70	16428.90	16393.10	16414.30	11735	0	0
2022.01.03	17:45:00	16414.60	16447.70	16411.00	16431.70	11845	0	0
2022.01.03	17:50:00	16431.50	16437.80	16422.30	16436.70	9955	0	0
2022.01.03	17:55:00	16437.70	16444.20	16423.70	16442.50	8205	0	0
2022.01.03	18:00:00	16443.20	16449.80	16419.80	16429.30	9605	0	0
2022.01.03	18:05:00	16428.90	16447.30	16416.40	16427.80	9355	0	0
2022.01.03	18:10:00	16427.10	16429.80	16398.30	16406.00	9885	0	0
2022.01.03	18:15:00	16406.60	16411.70	16397.10	16403.80	8615	0	0
2022.01.03	18:20:00	16404.30	16418.80	16393.40	16410.70	8605	0	0
2022.01.03	18:25:00	16407.90	16423.30	16401.40	16417.60	7945	0	0
2022.01.03	18:30:00	16418.40	16420.30	16404.40	16415.40	7515	0	0
2022.01.03	18:35:00	16414.50	16420.00	16380.20	16381.00	10505	0	0
2022.01.03	18:40:00	16381.50	16415.90	16381.50	16411.40	7525	0	0
2022.01.03	18:45:00	16411.70	16438.30	16405.90	16425.30	8975	0	0
2022.01.03	18:50:00	16425.60	16426.30	16400.20	16407.70	7225	0	0
2022.01.03	18:55:00	16407.70	16412.60	16391.30	16398.30	8155	0	0
2022.01.03	19:00:00	16398.00	16401.60	16380.70	16398.50	5945	0	0
2022.01.03	19:05:00	16397.80	16404.60	16385.80	16399.40	6725	0	0
2022.01.03	19:10:00	16399.10	16406.90	16385.30	16404.70	8445	0	0
2022.01.03	19:15:00	16404.50	16410.40	16400.20	16407.90	5625	0	0
2022.01.03	19:20:00	16407.70	16428.50	16404.50	16426.80	5315	0	0
2022.01.03	19:25:00	16427.00	16427.10	16414.70	16422.00	5025	0	0
2022.01.03	19:30:00	16421.70	16423.90	16410.30	16418.50	4065	0	0
2022.01.03	19:35:00	16418.80	16421.90	16413.70	16420.40	4615	0	0
2022.01.03	19:40:00	16420.20	16423.60	16412.70	16422.90	5045	0	0
2022.01.03	19:45:00	16423.10	16434.20	16423.10	16434.20	3475	0	0
2022.01.03	19:50:00	16433.90	16438.40	16419.70	16423.20	4365	0	0
2022.01.03	19:55:00	16423.10	16431.50	16421.40	16428.00	3765	0	0
2022.01.03	20:00:00	16428.40	16431.70	16417.30	16424.90	5815	0	0
2022.01.03	20:05:00	16425.10	16426.90	16416.10	16418.00	4465	0	0
2022.01.03	20:10:00	16418.70	16443.00	16412.10	16432.10	6875	0	0
2022.01.03	20:15:00	16432.00	16438.90	16430.90	16433.80	4325	0	0
2022.01.03	20:20:00	16434.10	16442.30	16433.30	16438.70	3125	0	0
2022.01.03	20:25:00	16438.80	16444.60	16435.00	16438.10	3905	0	0
2022.01.03	20:30:00	16438.00	16444.10	16433.90	16437.00	3475	0	0
2022.01.03	20:35:00	16437.20	16446.50	16436.30	16444.20	3075	0	0
2022.01.03	20:40:00	16443.90	16470.70	16442.20	16468.40	5695	0	0
2022.01.03	20:45:00	16468.20	16470.70	16457.40	16465.20	4325	0	0
2022.01.03	20:50:00	16465.50	16471.30	16463.40	16469.00	3795	0	0
2022.01.03	20:55:00	16469.40	16474.10	16461.20	16466.90	4505	0	0
2022.01.03	21:00:00	16467.10	16474.20	16459.40	16462.30	4165	0	0
2022.01.03	21:05:00	16462.20	16474.80	16456.90	16470.40	4845	0	0
2022.01.03	21:10:00	16470.60	16472.30	16465.70	16469.10	2985	0	0
2022.01.03	21:15:00	16468.30	16478.40	16464.40	16474.10	3825	0	0
2022.01.03	21:20:00	16474.30	16475.60	16465.20	16466.40	2535	0	0
2022.01.03	21:25:00	16466.30	16473.00	16464.80	16470.40	3235	0	0
2022.01.03	21:30:00	16470.60	16474.20	16460.90	16463.70	3925	0	0
2022.01.03	21:35:00	16464.40	16477.30	16460.40	16477.20	4565	0	0
2022.01.03	21:40:00	16477.00	16501.30	16475.50	16497.10	5875	0	0
2022.01.03	21:45:00	16497.60	16505.00	16494.80	16500.10	3835	0	0
2022.01.03	21:50:00	16500.40	16501.40	16489.40	16494.40	3565	0	0
2022.01.03	21:55:00	16494.50	16494.60	16479.50	16481.70	3755	0	0
2022.01.03	22:00:00	16481.60	16491.80	16477.20	16490.70	5835	0	0
2022.01.03	22:05:00	16490.50	16494.50	16483.30	16492.20	4225	0	0
2022.01.03	22:10:00	16491.90	16502.10	16490.20	16500.30	2925	0	0
2022.01.03	22:15:00	16500.40	16503.50	16489.50	16496.90	4245	0	0
2022.01.03	22:20:00	16497.20	16498.90	16482.30	16484.30	4505	0	0
2022.01.03	22:25:00	16484.10	16495.30	16484.00	16489.20	4675	0	0
2022.01.03	22:30:00	16488.50	16500.90	16485.50	16500.80	5285	0	0
2022.01.03	22:35:00	16500.50	16501.90	16489.10	16493.40	6655	0	0
2022.01.03	22:40:00	16493.40	16495.10	16458.90	16471.60	6205	0	0
2022.01.03	22:45:00	16471.80	16492.60	16464.10	16490.90	8225	0	0
2022.01.03	22:50:00	16492.70	16494.60	16471.20	16491.80	8355	0	0
2022.01.03	22:55:00	16492.60	16498.40	16477.50	16498.40	6465	0	0
2022.01.03	23:00:00	16497.90	16505.50	16489.70	16505.10	4225	0	0
2022.01.03	23:05:00	16505.00	16508.90	16501.10	16506.50	2865	0	0
2022.01.03	23:10:00	16506.60	16507.60	16501.00	16502.10	2595	0	0
2022.01.03	23:15:00	16502.00	16509.00	16501.10	16509.00	1955	0	0
2022.01.03	23:20:00	16508.80	16515.60	16508.70	16510.80	2135	0	0
2022.01.03	23:25:00	16510.70	16512.60	16507.00	16507.20	1615	0	0
2022.01.03	23:30:00	16507.40	16509.10	16505.80	16507.50	805	0	0
2022.01.03	23:35:00	16507.20	16512.00	16506.80	16510.60	1475	0	0
2022.01.03	23:40:00	16510.50	16510.70	16505.30	16507.50	1345	0	0
2022.01.03	23:45:00	16507.70	16507.90	16498.40	16498.60	1815	0	0
2022.01.03	23:50:00	16499.10	16502.10	16498.90	16501.70	1225	0	0
2022.01.03	23:55:00	16501.60	16503.00	16499.60	16501.70	973	0	0
2022.01.04	01:00:00	16504.90	16510.80	16504.90	16505.80	2475	0	0
2022.01.04	01:05:00	16506.40	16509.70	16504.90	16509.20	1315	0	0
2022.01.04	01:10:00	16509.80	16513.90	16506.90	16512.50	2055	0	0
2022.01.04	01:15:00	16512.40	16513.00	16508.10	16509.60	1105	0	0
2022.01.04	01:20:00	16509.70	16513.30	16507.30	16507.60	1875	0	0
2022.01.04	01:25:00	16508.10	16508.60	16505.40	16506.30	975	0	0
2022.01.04	01:30:00	16506.60	16506.60	16498.30	16502.40	2445	0	0
2022.01.04	01:35:00	16501.80	16502.30	16495.30	16496.80	2205	0	0
2022.01.04	01:40:00	16496.90	16499.80	16494.20	16499.80	1935	0	0
2022.01.04	01:45:00	16500.30	16500.90	16492.70	16494.90	2365	0	0
2022.01.04	01:50:00	16495.10	16495.40	16489.30	16492.20	1625	0	0
2022.01.04	01:55:00	16492.10	16492.90	16485.80	16489.10	2235	0	0
2022.01.04	02:00:00	16489.20	16491.80	16482.20	16488.60	3775	0	0
2022.01.04	02:05:00	16489.00	16490.50	16485.60	16487.20	2055	0	0
2022.01.04	02:10:00	16487.10	16491.30	16487.10	16490.20	2015	0	0
2022.01.04	02:15:00	16490.10	16491.20	16485.40	16490.80	2305	0	0
2022.01.04	02:20:00	16491.20	16491.30	16486.60	16487.30	1995	0	0
2022.01.04	02:25:00	16487.50	16491.70	16487.30	16488.20	1645	0	0
2022.01.04	02:30:00	16488.00	16491.50	16486.70	16489.20	1735	0	0
2022.01.04	02:35:00	16489.40	16491.50	16487.10	16487.10	1505	0	0
2022.01.04	02:40:00	16486.90	16489.90	16484.40	16488.90	1785	0	0
2022.01.04	02:45:00	16489.10	16495.40	16489.10	16494.80	1645	0	0
2022.01.04	02:50:00	16494.90	16499.30	16493.50	16497.80	1945	0	0
2022.01.04	02:55:00	16497.70	16500.90	16495.70	16497.80	2305	0	0
2022.01.04	03:00:00	16497.40	16497.40	16489.50	16492.40	2315	0	0
2022.01.04	03:05:00	16492.40	16498.00	16492.40	16498.00	1505	0	0
2022.01.04	03:10:00	16498.30	16499.10	16492.50	16497.40	2635	0	0
2022.01.04	03:15:00	16497.20	16500.90	16496.20	16496.60	1935	0	0
2022.01.04	03:20:00	16496.80	16498.80	16496.10	16498.10	885	0	0
2022.01.04	03:25:00	16498.30	16499.60	16496.00	16496.50	1655	0	0
2022.01.04	03:30:00	16496.30	16496.60	16492.00	16492.50	2115	0	0
2022.01.04	03:35:00	16492.60	16498.40	16492.50	16494.80	1945	0	0
2022.01.04	03:40:00	16494.90	16497.50	16491.80	16496.90	1985	0	0
2022.01.04	03:45:00	16496.70	16499.00	16493.80	16494.70	1875	0	0
2022.01.04	03:50:00	16494.40	16495.80	16493.10	16494.40	1675	0	0
2022.01.04	03:55:00	16494.50	16495.90	16491.90	16491.90	1655	0	0
2022.01.04	04:00:00	16492.00	16495.90	16491.70	16492.20	1855	0	0
2022.01.04	04:05:00	16492.30	16495.20	16490.10	16492.40	1625	0	0
2022.01.04	04:10:00	16492.60	16495.50	16492.60	16494.80	1175	0	0
2022.01.04	04:15:00	16494.70	16497.50	16493.30	16494.80	1705	0	0
2022.01.04	04:20:00	16494.70	16497.10	16491.80	16496.30	1555	0	0
2022.01.04	04:25:00	16496.60	16496.90	16493.90	16496.20	1445	0	0
2022.01.04	04:30:00	16495.90	16496.70	16492.30	16496.60	1925	0	0
2022.01.04	04:35:00	16496.60	16499.40	16494.80	16497.30	1415	0	0
2022.01.04	04:40:00	16497.20	16498.70	16496.30	16497.90	945	0	0
2022.01.04	04:45:00	16498.10	16500.20	16496.80	16498.10	1105	0	0
2022.01.04	04:50:00	16497.90	16503.40	16497.60	16502.90	1265	0	0
2022.01.04	04:55:00	16503.20	16509.60	16500.40	16508.30	1875	0	0
2022.01.04	05:00:00	16508.80	16511.60	16504.10	16504.40	1755	0	0
2022.01.04	05:05:00	16504.60	16504.60	16500.90	16503.40	1335	0	0
2022.01.04	05:10:00	16503.30	16504.70	16502.20	16503.90	1485	0	0
2022.01.04	05:15:00	16503.80	16506.40	16503.60	16505.80	1035	0	0
2022.01.04	05:20:00	16506.20	16510.40	16506.00	16508.20	1665	0	0
2022.01.04	05:25:00	16508.30	16510.70	16507.90	16508.00	1135	0	0
2022.01.04	05:30:00	16508.30	16509.30	16506.60	16509.30	885	0	0
2022.01.04	05:35:00	16508.90	16509.20	16506.60	16507.70	745	0	0
2022.01.04	05:40:00	16507.60	16509.90	16507.10	16509.80	715	0	0
2022.01.04	05:45:00	16509.90	16511.90	16509.30	16509.80	1085	0	0
2022.01.04	05:50:00	16509.60	16509.70	16505.30	16505.50	925	0	0
2022.01.04	05:55:00	16505.30	16509.10	16505.20	16508.50	1035	0	0
2022.01.04	06:00:00	16508.60	16509.50	16507.10	16507.10	675	0	0
2022.01.04	06:05:00	16507.30	16507.80	16505.40	16506.80	725	0	0
2022.01.04	06:10:00	16506.90	16507.00	16505.70	16506.70	465	0	0
2022.01.04	06:15:00	16506.80	16509.10	16506.30	16508.80	655	0	0
2022.01.04	06:20:00	16508.70	16519.00	16508.40	16518.70	2065	0	0
2022.01.04	06:25:00	16518.30	16524.00	16515.30	16523.40	2445	0	0
2022.01.04	06:30:00	16523.50	16523.70	16521.90	16523.40	765	0	0
2022.01.04	06:35:00	16523.10	16524.40	16522.30	16522.60	935	0	0
2022.01.04	06:40:00	16522.30	16526.80	16521.30	16523.50	1445	0	0
2022.01.04	06:45:00	16523.60	16527.20	16523.60	16525.80	1405	0	0
2022.01.04	06:50:00	16526.00	16532.30	16524.30	16531.60	1415	0	0
